phewas_string,x,y,p_values,odds_ratios,snps,cluster
Extrapyramidal disease and abnormal movement disorders,11,4,"[0.0028, 0.007851, 0.01583, 0.001989, 0.001066, 0.01359, 0.043, 0.03863, 0.04415, 0.04273]","[1.554, 1.29, 1.38, 1.318, 2.022, 0.777, 1.222, 0.799, 1.212, 1.57]","['A_6801', 'B_0801', 'B_5101', 'C_0701', 'C_1402', 'DQA1_0101', 'DQB1_0302', 'DQB1_0501', 'DRB1_0301', 'DRB1_1201']",3
First degree AV block,16,3,"[0.04166, 0.02401, 0.01179, 0.01066, 0.0025, 0.03234, 0.007404]","[2.38, 1.532, 1.821, 2.355, 2.228, 2.338, 1.967]","['B_3901', 'DPA1_0201', 'DPB1_0101', 'DPB1_1001', 'DQB1_0604', 'DRB1_0103', 'DRB1_1302']",3
Fracture of ankle and foot,12,4,"[0.04166, 0.0006735, 0.04088, 0.03012, 0.04842]","[1.2, 0.705, 1.197, 1.21, 0.739]","['B_0801', 'DPB1_0201', 'DQB1_0201', 'DRB1_0301', 'DRB1_0404']",3
Fracture of lower limb,12,4,"[0.03355, 0.002134, 0.01894, 0.0405, 0.03356]","[0.847, 0.446, 0.825, 1.165, 1.172]","['B_0702', 'C_0704', 'DPB1_0201', 'DQB1_0201', 'DRB1_0301']",3
Fracture of patella,12,4,"[0.001818, 0.004703, 0.02608, 0.02264]","[1.984, 0.419, 1.59, 1.608]","['C_0304', 'DPB1_0201', 'DQB1_0201', 'DRB1_0301']",3
Fuchs' dystrophy,18,2,"[0.0331, 0.04246, 0.04511, 0.03603, 0.03286]","[1.791, 0.581, 0.53, 0.531, 1.862]","['A_0301', 'DPB1_0401', 'DQA1_0301', 'DQA1_0501', 'DRB1_0101']",3
Gastrointestinal hemorrhage,17,6,"[0.0412, 0.02943, 0.007387, 0.03358, 0.0351, 0.007843, 0.007441, 0.005984, 0.01518]","[0.756, 1.216, 1.288, 0.705, 0.845, 1.246, 1.133, 1.425, 0.705]","['A_2301', 'A_3101', 'B_1402', 'B_3801', 'B_4403', 'C_0802', 'DQB1_0301', 'DRB1_0407', 'DRB1_1401']",3
Generalized convulsive epilepsy,17,3,"[0.04645, 0.02341, 0.0444, 0.02098]","[0.676, 1.313, 0.309, 0.736]","['A_1101', 'DPB1_0201', 'DPB1_1701', 'DQA1_0101']",3
Genitourinary congenital anomalies,12,2,"[0.04363, 0.009926, 0.006027, 0.01406, 0.04912, 0.01164, 0.008475, 0.0189, 0.03369, 0.008485]","[0.628, 1.333, 1.313, 1.593, 1.414, 0.78, 0.742, 1.214, 0.62, 0.771]","['A_2601', 'B_4001', 'C_0304', 'C_0704', 'C_1502', 'DQA1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0503', 'DRB1_0701']",3
Graft-versus-host disease,18,4,[0.01445],[1.947],['A_0301'],3
Hallux rigidus,17,9,"[0.03629, 0.04982, 0.004493, 0.01735, 0.01667, 0.04426, 0.0373, 0.02313, 0.0184]","[3.089, 2.151, 0.228, 2.195, 0.288, 1.984, 2.969, 3.281, 2.232]","['B_3801', 'C_1203', 'DQA1_0101', 'DQA1_0103', 'DQB1_0501', 'DQB1_0603', 'DRB1_0901', 'DRB1_1201', 'DRB1_1301']",3
Hepatomegaly,18,5,"[0.03407, 0.00198, 0.0195]","[2.477, 3.19, 0.253]","['B_3503', 'B_3701', 'C_0303']",3
Hydrocele,15,4,"[0.01622, 0.04243, 0.04136, 0.04734, 0.0285, 0.04712]","[1.724, 0.303, 2.142, 1.582, 0.209, 2.332]","['B_4402', 'B_4403', 'DPB1_0501', 'DRB1_0101', 'DRB1_0404', 'DRB1_1201']",3
Hyperpotassemia,12,4,"[0.0263, 0.01093, 0.02044, 0.00628, 0.04978, 0.03057, 0.02999, 0.03861]","[0.846, 0.52, 0.777, 1.226, 0.701, 1.167, 1.333, 1.16]","['B_0702', 'B_3503', 'C_0303', 'DPB1_0301', 'DPB1_0601', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301']",3
Hypertension,16,5,"[0.03994, 0.02711, 0.01419]","[1.127, 0.898, 0.874]","['A_6801', 'B_4403', 'C_1601']",3
Hypertensive chronic kidney disease,16,5,"[0.02929, 0.04088, 0.02695, 0.03907, 0.01587, 0.0348, 0.03002, 0.04059]","[1.263, 0.737, 0.648, 0.663, 1.189, 1.141, 1.151, 1.137]","['A_6801', 'B_1302', 'B_3503', 'B_3801', 'C_0304', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301']",3
Hypertensive heart and/or renal disease,16,5,"[0.01974, 0.03261, 0.006217, 0.0342, 0.01097]","[1.247, 1.144, 1.16, 1.216, 1.148]","['A_6801', 'C_0304', 'DQB1_0201', 'DQB1_0604', 'DRB1_0301']",3
Hypertrophic obstructive cardiomyopathy,18,1,"[0.008776, 0.01302, 0.01073, 0.01405, 0.02551]","[2.672, 2.888, 2.304, 3.132, 2.826]","['A_2501', 'B_3701', 'C_0802', 'C_1402', 'DPB1_1701']",3
Hyperventilation,14,7,"[0.02771, 0.01779, 0.04262, 0.01436, 0.0387, 0.0242, 0.01812, 0.01364, 0.004171, 0.02714, 0.001804]","[1.408, 1.718, 0.766, 0.721, 1.273, 1.281, 1.566, 1.324, 0.689, 0.758, 2.082]","['A_2902', 'B_3701', 'B_4402', 'C_0501', 'C_0602', 'DPB1_0301', 'DPB1_1101', 'DQB1_0202', 'DQB1_0302', 'DRB1_0401', 'DRB1_0407']",3
Hypopotassemia,12,4,"[0.008835, 0.02306, 0.00126, 0.03457, 0.01771, 0.009255, 0.01588, 0.01135]","[0.876, 1.18, 1.284, 1.11, 0.89, 1.118, 0.888, 1.362]","['B_0801', 'B_2705', 'C_0102', 'DPB1_0301', 'DQB1_0201', 'DQB1_0301', 'DRB1_0301', 'DRB1_0407']",3
Ill-defined descriptions and complications of heart disease,16,5,"[0.02477, 0.01868, 0.04582, 0.03784]","[0.838, 1.575, 0.838, 0.852]","['B_0702', 'B_1401', 'C_0501', 'DQA1_0101']",3
Infantile cerebral palsy,17,3,"[0.009331, 0.01734, 0.04978, 0.03641]","[2.66, 2.44, 0.507, 1.451]","['B_1401', 'B_4002', 'B_4403', 'DPB1_0301']",3
Inflammatory and toxic neuropathy,17,3,[0.04638],[1.68],['B_2705'],3
Insomnia,17,3,"[0.03352, 0.01669]","[1.154, 1.172]","['B_0702', 'C_0702']",3
Intracerebral hemorrhage,16,5,"[0.01092, 0.02303, 0.02807, 0.02386]","[1.761, 2.186, 0.699, 1.752]","['A_6801', 'B_4002', 'C_0701', 'DQB1_0503']",3
Kyphoscoliosis and scoliosis,14,8,"[0.006673, 0.004256, 0.03329, 0.03096, 0.02483, 0.0006039, 0.01328]","[1.539, 0.48, 0.666, 0.575, 0.596, 1.501, 0.698]","['A_2902', 'B_2705', 'B_3501', 'C_0102', 'C_0202', 'C_0602', 'DRB1_0101']",3
Leukoplakia of oral mucosa,10,0,"[0.03307, 0.01389, 0.02908, 0.02727, 0.02667, 0.04603]","[1.92, 3.776, 1.94, 0.314, 0.266, 2.858]","['B_0702', 'B_3801', 'C_0702', 'DPB1_0201', 'DPB1_0402', 'DPB1_1301']",3
Liver abscess and sequelae of chronic liver disease,16,4,"[0.01479, 0.02642, 0.01561, 0.02708, 0.04024, 0.04449, 0.01751, 0.003074, 0.038, 0.005557, 0.03002]","[0.77, 1.248, 1.363, 1.27, 1.371, 1.295, 1.288, 0.745, 0.8, 0.37, 0.793]","['A_0301', 'B_0801', 'B_3501', 'C_0401', 'C_0802', 'DPB1_0101', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DRB1_1104', 'DRB1_1501']",3
Loss of teeth or edentulism,14,5,"[0.0117, 9.207e-07, 0.01025]","[3.25, 4.819, 1.988]","['A_3001', 'B_1302', 'C_0602']",3
Lump or mass in breast,15,1,"[0.02316, 0.0273]","[0.763, 1.172]","['B_4001', 'DPA1_0103']",3
Malignant neoplasm of renal pelvis,16,1,[0.0255],[2.303],['A_2501'],3
Malignant neoplasm of retroperitoneum and peritoneum,14,4,"[0.04922, 0.006558, 0.02453, 0.01456, 0.03139, 0.01157, 0.01286, 0.007124, 0.04308, 0.03973, 0.02214]","[0.567, 2.433, 0.45, 3.113, 1.863, 0.499, 0.413, 0.365, 0.487, 1.876, 2.5]","['A_0101', 'A_3201', 'B_0801', 'B_3901', 'C_0303', 'DQA1_0301', 'DQB1_0201', 'DRB1_0301', 'DRB1_0401', 'DRB1_1101', 'DRB1_1104']",3
Meningitis,17,3,"[0.03392, 0.04807, 0.03876]","[1.422, 0.663, 1.403]","['B_0702', 'B_0801', 'C_0702']",3
Menopausal and postmenopausal disorders,15,1,"[0.04854, 0.02934, 0.03489, 0.00864, 0.009635]","[0.892, 0.809, 0.868, 1.147, 0.85]","['A_0301', 'A_2902', 'C_0401', 'DPA1_0103', 'DRB1_0401']",3
Migraine,17,3,"[0.04438, 0.0005032, 0.02069, 0.03557, 0.04053, 0.02254]","[1.278, 1.494, 0.52, 0.705, 1.173, 0.808]","['A_2902', 'B_1801', 'B_3503', 'C_0102', 'C_0702', 'DPB1_0402']",3
Mitral valve disease,16,5,"[0.028, 0.03926, 0.0171]","[1.831, 1.593, 1.893]","['A_6801', 'B_4001', 'C_0102']",3
Muscular dystrophies and other myopathies,17,3,"[0.03648, 0.02545]","[0.836, 0.678]","['A_0201', 'DRB1_0404']",3
Musculoskeletal symptoms referable to limbs,18,3,"[0.01506, 0.02756, 0.01329, 0.01334, 0.006935, 0.00387]","[1.546, 1.809, 1.625, 1.727, 1.837, 1.974]","['B_4403', 'C_0704', 'C_1601', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",3
Myeloproliferative disease,14,3,"[0.01862, 0.01889, 0.01083, 0.0308, 0.004412, 0.01676, 0.02443, 0.01381]","[1.339, 0.61, 0.277, 1.349, 0.512, 0.727, 1.41, 0.635]","['B_1501', 'B_1801', 'B_3701', 'B_4403', 'B_5701', 'C_0602', 'C_1601', 'DRB1_1101']",3
Nasal polyps,17,8,"[0.02984, 0.03338, 0.04884, 0.00424]","[2.072, 0.219, 1.993, 2.413]","['A_2601', 'C_0202', 'DPB1_1101', 'DQB1_0503']",3
Neonatal bradycardia or tachycardia,18,7,"[0.006789, 0.03478, 0.02443, 0.02544]","[2.497, 2.851, 2.82, 3.463]","['B_1501', 'DPB1_1101', 'DQB1_0503', 'DRB1_1401']",3
Nephritis and nephropathy in diseases classified elsewhere,16,9,"[0.02638, 0.01789, 0.0003474, 0.003061, 0.002123, 0.007651, 0.001916, 0.0004554, 0.01416, 0.006192]","[0.449, 0.55, 1.628, 0.642, 1.544, 0.49, 1.877, 1.615, 0.508, 1.689]","['C_0802', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_1301', 'DRB1_1302']",3
Nephritis and nephropathy without mention of glomerulonephritis,16,9,"[0.04447, 0.04009, 0.00146, 0.01019, 0.02743, 0.005321, 0.03057, 0.04217, 0.04462, 8.749e-05, 0.0003775, 0.01443, 0.008192, 0.02489, 0.0003596, 0.003292, 0.02476]","[1.385, 0.6, 0.546, 1.313, 0.79, 1.355, 0.658, 1.477, 0.79, 0.437, 1.748, 1.297, 1.468, 1.573, 0.464, 1.549, 0.769]","['C_1203', 'DPA1_0202', 'DQA1_0103', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0303', 'DQB1_0402', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_0301', 'DRB1_0404', 'DRB1_0801', 'DRB1_1301', 'DRB1_1302', 'DRB1_1501']",3
Nephritis; nephrosis; renal sclerosis,16,9,"[0.03531, 0.04531, 0.01739, 0.002413, 0.01853, 0.003596, 0.00425, 0.000364, 0.02052, 0.01229, 0.001687, 0.0335]","[1.299, 1.204, 0.651, 0.671, 1.211, 1.275, 0.66, 0.613, 1.208, 1.329, 0.643, 0.832]","['A_2902', 'C_0304', 'DPA1_0202', 'DQA1_0103', 'DQB1_0201', 'DQB1_0302', 'DQB1_0303', 'DQB1_0603', 'DRB1_0301', 'DRB1_0404', 'DRB1_1301', 'DRB1_1501']",3
Nerve root and plexus disorders,14,8,"[0.04627, 0.04944, 0.0388, 0.02357]","[1.679, 2.054, 1.764, 1.56]","['A_2902', 'B_3701', 'C_0102', 'C_0602']",3
Nerve root lesions,18,5,"[0.01019, 0.02833]","[3.007, 1.675]","['B_3701', 'DQA1_0102']",3
Noninfectious disorders of lymphatic channels,16,5,"[0.04553, 0.01934, 0.02487, 0.02512]","[0.754, 0.601, 0.67, 1.668]","['A_0301', 'B_4001', 'C_0304', 'DPB1_0501']",3
Nonrheumatic aortic valve disorders,16,5,"[0.02661, 0.02856, 0.04348]","[0.859, 0.611, 0.87]","['A_0101', 'B_3701', 'C_0701']",3
Nonspecific abnormal results of other endocrine function study,11,3,"[0.03529, 0.003212, 0.0005639, 0.003495, 0.01324, 0.002368]","[1.673, 3.963, 2.545, 2.307, 0.412, 3.69]","['A_0101', 'B_1401', 'B_1501', 'C_0303', 'DPA1_0201', 'DRB1_1201']",3
Obstructive chronic bronchitis,17,2,"[0.002246, 0.0157, 0.03514, 0.004277, 0.009745, 0.0179, 0.01096, 0.04291]","[1.584, 1.41, 0.703, 0.693, 1.666, 0.627, 1.273, 1.225]","['A_6801', 'B_2705', 'B_4403', 'C_0401', 'C_0704', 'C_1601', 'DQA1_0101', 'DQB1_0501']",3
Obstructive sleep apnea,17,3,"[0.04519, 0.03463, 0.01374, 0.03938, 0.02443, 0.0008767]","[0.672, 0.764, 0.469, 0.818, 0.732, 1.601]","['A_2301', 'A_2902', 'B_1401', 'B_1501', 'C_0802', 'DPB1_1301']",3
Open wound of finger(s),13,6,"[0.02392, 0.02312, 0.02353, 0.03188, 0.04117, 0.01515, 0.02416]","[2.595, 1.739, 0.5, 1.611, 0.522, 0.462, 2.12]","['B_3901', 'B_4001', 'B_4402', 'C_0304', 'C_0401', 'C_0501', 'DPB1_1101']",3
Open-angle glaucoma,16,8,"[0.03373, 0.01012, 0.04568, 0.007237, 0.02941, 0.02015, 0.02469, 0.01322]","[0.706, 0.567, 1.439, 0.61, 1.362, 1.455, 0.835, 1.399]","['A_2902', 'B_1402', 'C_0704', 'C_0802', 'DPA1_0202', 'DPB1_0601', 'DQA1_0501', 'DQB1_0604']",3
"Osteoarthrosis, generalized",17,4,"[0.02393, 0.04955, 0.04318, 0.0004153, 0.00165, 0.004336, 0.03439, 0.02569]","[1.305, 1.148, 0.857, 1.256, 1.262, 1.237, 1.244, 1.472]","['A_3201', 'C_0702', 'DQA1_0201', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401', 'DRB1_0404', 'DRB1_0901']",3
Osteopenia or other disorder of bone and cartilage,17,4,"[0.04692, 0.03911, 0.02846, 0.03579]","[0.891, 1.298, 1.141, 0.72]","['A_0301', 'C_0704', 'DQB1_0302', 'DRB1_1401']",3
Osteoporosis,17,4,"[0.03307, 0.03358, 0.002735, 0.009511, 0.008499]","[0.854, 0.833, 1.146, 1.147, 1.15]","['B_3501', 'C_1601', 'DQA1_0301', 'DQB1_0302', 'DRB1_0401']",3
Osteoporosis NOS,17,4,"[0.02568, 0.02069]","[0.794, 0.804]","['B_1801', 'DQB1_0303']",3
"Osteoporosis, osteopenia and pathological fracture",17,4,"[0.03774, 0.04645, 0.01982, 0.02485, 0.0116, 0.04766, 0.006285, 0.01317, 0.01103]","[0.918, 0.871, 0.87, 0.908, 1.098, 0.852, 1.125, 0.809, 1.116]","['A_0301', 'B_1801', 'B_3501', 'DPB1_0201', 'DQA1_0301', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DRB1_0401']",3
Other acquired deformities of limbs,17,4,"[0.04629, 0.003556, 0.02019, 0.0424, 0.02017]","[1.424, 1.702, 0.575, 0.573, 0.575]","['A_0101', 'B_0801', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",3
Other and unspecified disc disorder,17,1,"[0.04639, 0.009465, 0.006178, 0.04129]","[1.81, 3.917, 4.247, 2.922]","['A_0101', 'DPB1_1701', 'DQB1_0502', 'DRB1_1401']",3
Other and unspecified disorders of the nervous system,15,5,"[0.0279, 0.04661, 0.002052, 0.03935]","[1.587, 1.696, 1.649, 1.422]","['A_1101', 'A_6801', 'DPA1_0103', 'DPA1_0201']",3
"Other chronic ischemic heart disease, unspecified",12,1,"[0.008104, 0.02136, 0.01234, 0.04908, 0.001283, 0.03495, 0.01566, 0.008515, 0.03005, 0.04765, 0.01541]","[1.256, 1.528, 0.755, 1.171, 0.651, 0.872, 1.162, 0.825, 1.215, 1.205, 0.84]","['B_1501', 'B_4002', 'B_4403', 'C_0304', 'C_1601', 'DQA1_0102', 'DQA1_0501', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301', 'DRB1_1501']",3
Other derangement of joint,17,9,"[0.03665, 0.03458, 0.02311, 0.02153, 0.03116, 0.01193, 0.03449]","[0.505, 1.542, 1.698, 2.213, 1.546, 1.651, 1.561]","['B_3501', 'C_0303', 'C_1203', 'DPB1_1401', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",3
Other diseases of the teeth and supporting structures,14,5,"[0.02202, 0.001208, 0.0309]","[2.452, 2.597, 1.567]","['A_3001', 'B_1302', 'C_0602']",3
Other disorders of eyelids,16,8,"[0.03907, 0.03226, 0.03848, 0.003503, 0.04267, 0.0497, 0.0485]","[1.572, 0.685, 0.472, 0.573, 0.459, 1.342, 0.492]","['A_3001', 'B_1801', 'B_3801', 'C_1203', 'C_1402', 'DPA1_0202', 'DPB1_1401']",3
Other disorders of middle ear and mastoid,15,6,"[0.007941, 0.04555, 0.004769]","[2.545, 0.36, 2.581]","['C_1502', 'DPB1_0101', 'DPB1_1101']",3
Other disorders of neurohypophysis,12,3,"[0.03396, 0.02546, 0.01201, 0.04733, 0.04699, 0.007501, 0.04352]","[2.086, 2.89, 2.388, 1.836, 1.851, 2.293, 1.856]","['B_1501', 'B_5501', 'C_0303', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301']",3
"Other disorders of synovium, tendon, and bursa",17,4,"[0.01281, 0.002068, 0.009257, 0.003345, 0.008018, 0.02211]","[1.222, 1.331, 1.203, 0.569, 0.842, 1.161]","['B_4001', 'C_0202', 'C_0304', 'DPB1_1001', 'DQA1_0101', 'DQB1_0302']",3
Other endocrine disorders,10,3,"[8.793e-06, 0.0336, 0.01923, 0.02127, 0.02164, 0.01354, 0.03238, 0.04905, 0.02883, 0.008779]","[4.104, 0.481, 2.166, 1.817, 0.524, 1.867, 1.767, 1.388, 0.603, 2.482]","['B_1401', 'B_4001', 'B_4901', 'C_0102', 'C_0304', 'C_0802', 'DPA1_0202', 'DQB1_0301', 'DQB1_0501', 'DRB1_1201']",3
Other nondiabetic retinopathy,14,6,"[0.04677, 0.03433, 0.03524, 0.03784, 0.02883, 0.01429, 0.02803, 0.04062, 0.03731, 0.01677]","[1.356, 0.291, 1.997, 1.373, 1.433, 1.51, 0.631, 0.626, 1.411, 1.497]","['A_0201', 'A_3101', 'B_3701', 'DQA1_0301', 'DQB1_0201', 'DQB1_0302', 'DQB1_0501', 'DRB1_0101', 'DRB1_0301', 'DRB1_0401']",3
Other nutritional deficiency,18,5,[0.005839],[2.985],['B_3701'],3
Other peripheral nerve disorders,17,3,"[0.04796, 0.01366, 0.02422]","[1.225, 0.746, 1.257]","['A_3201', 'B_5701', 'C_0102']",3
Other specified congenital anomalies of nervous system,18,6,"[0.02315, 0.03646]","[1.721, 1.447]","['C_0202', 'DPB1_0201']",3
Other specified osteoporosis,17,4,"[0.003431, 0.04064, 0.01235, 0.03483, 0.03072, 0.01674, 0.007092]","[0.66, 0.732, 1.228, 1.21, 1.198, 1.252, 1.286]","['A_1101', 'B_4403', 'DQA1_0301', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DRB1_0401']",3
Other venous embolism and thrombosis,16,5,"[0.02947, 0.0125]","[1.248, 0.67]","['A_6801', 'DPB1_0501']",3
Otitis media,16,0,"[0.02158, 0.02919, 0.01996, 0.0453, 0.009062, 0.01152, 0.012, 0.02624, 0.0112]","[1.174, 1.295, 0.827, 1.502, 1.208, 1.212, 0.425, 1.558, 1.526]","['A_0201', 'B_2705', 'C_0702', 'C_1402', 'DPA1_0103', 'DPA1_0201', 'DRB1_0103', 'DRB1_0407', 'DRB1_1401']",3
Otitis media and Eustachian tube disorders,16,0,"[0.04975, 0.01395, 0.03549, 0.003689, 0.005734, 0.04346, 0.006538, 0.0457]","[1.113, 1.247, 0.876, 1.179, 1.18, 1.133, 0.518, 1.132]","['A_0201', 'B_5101', 'C_0702', 'DPA1_0103', 'DPA1_0201', 'DQA1_0201', 'DRB1_0103', 'DRB1_0701']",3
Otorrhea,15,9,"[0.04977, 0.01869]","[0.139, 1.685]","['C_0102', 'DQB1_0202']",3
Ovarian dysfunction,13,3,"[0.01126, 0.0196, 0.04638, 0.03101, 0.03203]","[0.466, 1.787, 0.135, 1.843, 1.471]","['A_2402', 'C_1203', 'DPB1_1101', 'DQB1_0503', 'DRB1_0401']",3
Pain in joint,17,4,"[0.00925, 0.02548, 0.009345]","[0.919, 0.896, 0.787]","['A_0301', 'DQB1_0303', 'DRB1_0901']",3
Pathologic fracture,17,4,"[0.03501, 0.01444, 0.01974]","[0.645, 0.648, 1.52]","['B_1801', 'B_3501', 'DQB1_0503']",3
Pectus and other congenital anomalies of ribs/sternum,18,5,"[4.809e-05, 0.03532, 0.04805]","[5.373, 0.461, 0.423]","['B_3701', 'C_0701', 'DPB1_0201']",3
Peripheral autonomic neuropathy,18,5,"[0.008059, 0.01981]","[3.119, 2.719]","['B_3701', 'DPB1_1301']",3
Peripheral enthesopathies and allied syndromes,17,4,"[0.03193, 0.03431]","[0.903, 1.174]","['DQB1_0301', 'DRB1_1302']",3
Phlebitis and thrombophlebitis,16,5,"[0.03551, 0.04324]","[0.672, 0.308]","['A_2402', 'DPB1_1301']",3
Pituitary hyperfunction,18,4,"[0.04137, 0.0274, 0.03844]","[1.642, 1.87, 2.625]","['A_0301', 'B_1501', 'B_3503']",3
Polyneuropathy in diabetes,15,5,"[0.01483, 0.02931, 0.03861, 0.01618, 0.007291, 0.02026, 0.005599, 0.003232, 0.004673, 0.01114, 0.04391, 0.005461, 0.001754]","[1.449, 0.457, 1.254, 1.239, 1.283, 0.769, 1.302, 0.754, 1.325, 0.767, 0.744, 1.304, 0.72]","['A_6801', 'B_3701', 'C_0304', 'DPA1_0103', 'DPA1_0201', 'DPB1_0402', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0603', 'DRB1_0301', 'DRB1_1501']",3
Postmenopausal atrophic vaginitis,15,1,"[0.04855, 0.04823, 0.003456, 0.02124]","[0.76, 0.764, 1.399, 1.32]","['B_0702', 'C_0702', 'DPA1_0103', 'DPA1_0201']",3
Posttraumatic stress disorder,16,7,"[0.02768, 0.01505, 0.0452, 0.04384, 0.009459, 0.02486, 0.01286]","[0.472, 1.978, 0.504, 0.52, 1.879, 1.632, 1.604]","['A_2902', 'B_4901', 'C_1203', 'C_1601', 'DPB1_0601', 'DQB1_0604', 'DRB1_0404']",3
Precordial pain,16,5,"[0.009928, 0.03745, 0.006311]","[0.532, 1.551, 0.519]","['B_0702', 'C_0304', 'C_0702']",3
Premature beats,15,1,"[0.01553, 0.03216, 0.02704, 0.0004243, 0.008947, 0.03787]","[0.62, 1.779, 0.723, 2.08, 1.312, 1.446]","['B_3501', 'B_3901', 'C_0401', 'C_0704', 'DPA1_0103', 'DPA1_0202']",3
Premature menopause and other ovarian failure,14,5,"[0.00695, 0.005303, 0.01765, 0.0003277, 0.04986]","[1.963, 3.718, 1.859, 3.68, 1.744]","['A_0101', 'A_3001', 'B_0801', 'B_1302', 'C_0602']",3
Primary pulmonary hypertension,16,5,"[0.03526, 0.0465, 0.02517, 0.03538, 0.01894]","[0.345, 1.305, 1.376, 1.563, 2.017]","['B_1302', 'C_0702', 'DPB1_0402', 'DQB1_0604', 'DRB1_0103']",3
Primary/intrinsic cardiomyopathies,16,5,[0.005912],[1.251],['C_0304'],3
Pseudomonal pneumonia,14,3,"[0.02848, 0.01408, 0.04006]","[0.111, 0.239, 1.639]","['B_1402', 'C_0802', 'C_1601']",3
Ptosis of eyelid,15,5,"[0.002466, 0.01285, 0.01674, 0.04396, 0.04546, 0.04981]","[1.55, 1.456, 2.002, 1.336, 1.368, 1.732]","['DPA1_0103', 'DPA1_0201', 'DPB1_1001', 'DQA1_0501', 'DQB1_0201', 'DRB1_0801']",3
Pulmonary insufficiency or respiratory failure following trauma and surgery,14,3,"[0.0254, 0.01382, 0.03647, 0.03682, 0.001994]","[0.619, 1.534, 0.724, 1.289, 1.556]","['B_1302', 'B_3701', 'C_1203', 'C_1601', 'DPB1_1101']",3
Radiotherapy,16,2,"[0.01426, 0.0394, 0.02474, 0.0488, 0.03329, 0.009428, 0.02141, 0.04142, 0.02763, 0.004829, 0.002897, 0.03445, 0.04566, 0.01195]","[0.471, 1.424, 0.673, 1.488, 1.347, 0.739, 0.801, 1.203, 1.403, 1.41, 0.728, 0.79, 0.488, 0.646]","['A_2301', 'B_1302', 'B_1801', 'B_3701', 'B_5701', 'C_0401', 'DQA1_0101', 'DQA1_0201', 'DQA1_0401', 'DQB1_0303', 'DQB1_0501', 'DRB1_0101', 'DRB1_1201', 'DRB1_1302']",3
Raynaud's syndrome,16,5,"[0.04149, 0.02871]","[0.428, 0.33]","['B_2705', 'DQB1_0604']",3
Respiratory complications,13,0,"[0.03181, 0.004336, 0.0249, 0.02379]","[0.365, 3.187, 3.221, 2.208]","['DPB1_0402', 'DPB1_0601', 'DPB1_1401', 'DRB1_0404']",3
Restless legs syndrome,12,4,"[0.0002615, 0.03677, 0.04675, 0.008025, 0.04176, 0.02146, 0.006852, 0.008217, 0.03277]","[0.603, 0.65, 0.366, 1.466, 0.734, 1.392, 1.477, 0.602, 1.358]","['A_0201', 'C_0401', 'DPB1_1101', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1501']",3
Retinal edema,18,5,"[0.004929, 0.03629]","[2.845, 0.122]","['B_3701', 'C_0802']",3
Rheumatic disease of the heart valves,16,5,"[0.03388, 0.02627, 0.0005071, 0.007753, 0.03352, 0.02139]","[1.375, 1.373, 1.54, 1.441, 1.483, 1.378]","['A_3101', 'A_6801', 'B_2705', 'C_0102', 'C_0704', 'DQB1_0604']",3
