phewas_string,x,y,p_values,odds_ratios,snps,cluster
Hypoglycemia,16,16,"[0.005495, 0.01858, 0.01395, 0.003301, 0.001341, 0.0004308, 0.01802, 0.008619, 0.00258, 0.01891, 0.02774, 0.04138, 0.01123, 0.005834]","[2.076, 1.535, 1.411, 1.531, 0.6, 1.681, 0.662, 1.775, 1.548, 1.592, 0.531, 0.304, 1.665, 0.616]","['A_2301', 'B_4001', 'C_0701', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0404', 'DRB1_1101', 'DRB1_1104', 'DRB1_1302', 'DRB1_1501']",4
Hypoparathyroidism,13,14,"[0.03637, 0.02678]","[2.951, 2.581]","['B_1401', 'DRB1_1401']",4
Hyposmolality and/or hyponatremia,14,11,"[0.004999, 0.005325, 0.03986]","[0.756, 0.806, 1.136]","['B_3501', 'C_0401', 'DPA1_0201']",4
Hypothyroidism,13,18,"[0.01134, 6.637e-05, 0.003429, 0.03083, 0.01991, 0.00559, 0.009261, 0.007851, 0.008477, 0.04539, 0.02294, 0.03411, 0.03694, 0.001536, 5.879e-06, 0.03932, 5.74e-08, 1.707e-05, 0.003197, 0.006219, 0.005294, 0.002418, 0.001173, 2.23e-05, 0.0001522, 0.004849]","[1.115, 0.797, 1.21, 0.858, 1.27, 0.849, 0.877, 1.128, 1.11, 0.867, 0.915, 0.915, 0.819, 0.875, 0.839, 1.081, 1.221, 1.196, 1.119, 0.885, 0.887, 0.789, 0.855, 1.193, 0.766, 0.887]","['B_0801', 'B_1501', 'B_1801', 'B_2705', 'B_3503', 'C_0303', 'C_0304', 'C_0501', 'C_0701', 'C_1601', 'DPA1_0103', 'DPA1_0201', 'DPB1_0501', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0301', 'DRB1_1302', 'DRB1_1501']",4
Hypothyroidism NOS,13,18,"[0.00984, 0.0001149, 0.001094, 0.01557, 0.03665, 0.04398, 0.00245, 0.03387, 0.01971, 0.009708, 3.734e-07, 0.003158, 1.603e-07, 9.797e-06, 0.004671, 0.0201, 0.0002263, 0.005897, 0.001703, 1.313e-05, 0.01096, 0.001206, 0.0001387]","[1.125, 0.791, 1.251, 0.859, 0.894, 1.103, 1.136, 0.915, 0.785, 0.891, 0.809, 1.126, 1.229, 1.217, 1.123, 0.895, 0.843, 0.795, 0.85, 1.214, 1.179, 0.786, 0.84]","['B_0801', 'B_1501', 'B_1801', 'C_0303', 'C_0304', 'C_0501', 'C_0701', 'DPA1_0103', 'DPB1_0501', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0501', 'DQB1_0602', 'DQB1_0604', 'DRB1_0101', 'DRB1_0301', 'DRB1_0404', 'DRB1_1302', 'DRB1_1501']",4
Idiopathic fibrosing alveolitis,13,13,"[0.03889, 0.02545, 0.03974, 0.02206]","[1.489, 0.549, 1.487, 2.461]","['DQA1_0201', 'DQB1_0302', 'DRB1_0701', 'DRB1_1201']",4
Impaction of intestine,14,13,[0.01002],[3.346],['DRB1_0901'],4
Infection of the eye,9,14,"[0.04442, 0.04237, 0.02124]","[1.31, 0.654, 1.313]","['C_0602', 'DPB1_0101', 'DQA1_0101']",4
Infections specific to the perinatal period,9,16,"[0.0006811, 0.003346, 0.03558]","[2.676, 2.241, 2.041]","['B_4001', 'C_0304', 'DQB1_0303']",4
Infective connective tissue disorders,18,12,"[0.0123, 0.01855, 0.02198, 0.01476]","[1.952, 2.15, 1.92, 2.002]","['A_0301', 'B_3501', 'B_4402', 'DRB1_0101']",4
Inflammatory bowel disease and other gastroenteritis and colitis,18,18,"[0.0176, 0.002961, 0.04102, 0.02197, 0.04734, 0.01302, 0.02409, 0.0198, 0.0119, 0.02108, 0.03237, 7.356e-06, 0.02064]","[0.736, 1.428, 0.742, 0.75, 1.339, 1.339, 0.817, 0.775, 1.271, 1.316, 1.242, 2.393, 0.776]","['A_2402', 'B_3501', 'B_4001', 'C_0304', 'C_0802', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401']",4
Inflammatory disease of breast,14,13,"[0.0267, 0.04173, 0.004377, 0.01981]","[1.676, 2.242, 3.101, 0.189]","['C_0501', 'DPB1_1301', 'DRB1_0901', 'DRB1_1101']",4
"Inflammatory disease of cervix, vagina, and vulva",13,13,"[0.03919, 0.01721, 0.0171]","[0.476, 1.305, 1.305]","['C_1502', 'DQA1_0201', 'DRB1_0701']",4
Inflammatory diseases of female pelvic organs,13,13,"[0.03371, 0.0142, 0.03875, 0.01411]","[0.534, 1.271, 0.819, 1.271]","['C_1502', 'DQA1_0201', 'DQB1_0301', 'DRB1_0701']",4
Intervertebral disc disorder with myelopathy,13,14,"[0.009672, 0.03349]","[3.367, 2.707]","['B_3503', 'DRB1_1401']",4
Intestinal infection,13,17,"[0.002285, 0.02669, 0.02852, 0.02027, 0.02911, 0.02384, 0.0001061]","[1.386, 1.359, 1.239, 0.815, 0.835, 0.806, 0.66]","['B_4001', 'C_0102', 'C_0304', 'C_0701', 'DQA1_0301', 'DQB1_0201', 'DRB1_0401']",4
Intracranial hemorrhage,17,14,"[0.01566, 0.01096, 0.02539, 0.03397, 0.04401]","[1.78, 1.513, 0.618, 1.263, 0.539]","['A_3001', 'A_3201', 'B_1801', 'DPB1_0301', 'DPB1_0601']",4
Intracranial hemorrhage (injury),17,14,[0.03549],[1.628],['A_3201'],4
Ischemic Heart Disease,14,15,"[0.02034, 0.04693, 0.01286, 0.00821, 0.01276, 0.03486, 0.04988, 0.03431, 0.04366, 0.01314]","[1.094, 0.847, 0.816, 0.736, 1.329, 0.883, 0.827, 0.921, 1.073, 0.902]","['A_0301', 'A_2601', 'B_1402', 'B_3801', 'B_3901', 'B_4403', 'DPB1_1001', 'DQA1_0101', 'DQA1_0501', 'DQB1_0501']",4
Labyrinthitis,10,16,"[0.01935, 0.04735, 0.02988, 0.01069, 0.04435, 0.02641, 0.04866]","[2.5, 3.008, 2.188, 3.864, 1.847, 0.42, 1.869]","['B_1801', 'B_3801', 'C_0303', 'C_1402', 'DQA1_0101', 'DQB1_0301', 'DQB1_0302']",4
Late effects of cerebrovascular disease,17,11,"[0.04171, 0.01711, 0.01094, 0.02671, 0.02819, 0.01256, 0.04772, 0.04086]","[0.845, 1.308, 0.726, 1.624, 1.218, 1.246, 0.591, 1.202]","['A_0201', 'A_1101', 'A_2402', 'A_3001', 'B_0702', 'C_0702', 'DRB1_1104', 'DRB1_1501']",4
Lipoma,17,12,"[0.02936, 0.03835, 0.02918, 0.03998, 0.04082, 0.01301, 0.04457]","[1.473, 1.598, 1.929, 0.667, 1.736, 0.599, 0.736]","['A_1101', 'A_3201', 'B_3503', 'B_4402', 'B_5501', 'C_0501', 'DPA1_0103']",4
Lipoma of skin and subcutaneous tissue,17,12,"[0.0299, 0.004947, 0.0233, 0.03276, 0.02472, 0.03716, 0.04846]","[1.858, 3.013, 2.315, 0.544, 2.106, 0.552, 1.714]","['A_3201', 'B_1401', 'B_3503', 'B_4402', 'B_5501', 'C_0501', 'C_1203']",4
Lupus (localized and systemic),12,14,"[0.0002792, 0.01217, 2.3e-05, 0.04728, 0.0005352, 0.0324, 0.002855, 0.0158, 0.04801, 0.005129, 2.06e-07, 0.005521, 0.003627, 1.145e-07, 0.01419, 0.04642, 0.002593]","[1.431, 0.785, 1.549, 0.315, 1.41, 0.44, 1.337, 0.658, 0.817, 1.308, 1.687, 0.743, 1.354, 1.705, 0.732, 0.526, 1.365]","['A_0101', 'A_0201', 'B_0801', 'B_4002', 'C_0701', 'C_0704', 'DQA1_0102', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0401', 'DRB1_1104', 'DRB1_1501']",4
"Lymphoid leukemia, chronic",11,14,"[0.04024, 0.03682, 0.02493]","[1.984, 1.569, 1.578]","['B_3801', 'B_5101', 'DRB1_1101']",4
Lymphosarcoma,17,11,"[0.008081, 0.01903, 0.005597, 0.03067, 0.04633, 0.03122]","[1.528, 0.465, 1.548, 1.394, 1.647, 2.103]","['B_0702', 'C_0303', 'C_0702', 'DQA1_0102', 'DQB1_0604', 'DRB1_1201']",4
Malignant neoplasm of gallbladder and extrahepatic bile ducts,17,14,"[0.04962, 0.03542]","[2.208, 2.229]","['A_3101', 'A_3201']",4
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,17,14,"[0.03154, 0.02447, 0.03207]","[1.449, 0.322, 1.715]","['A_3201', 'B_3701', 'DPB1_1401']",4
"Malignant neoplasm of small intestine, including duodenum",12,15,"[0.01426, 0.01925]","[1.754, 1.583]","['A_1101', 'DPB1_0201']",4
Malignant neoplasm of testis,9,14,[0.04689],[1.771],['DQA1_0101'],4
Malignant neoplasm of uterus,15,10,"[0.02721, 0.04037, 0.03203, 0.005171, 0.004371, 0.03212, 0.04251, 0.0312, 0.002985, 0.008625, 0.02373, 0.04993, 0.01126]","[1.45, 0.712, 1.792, 1.475, 0.606, 1.731, 1.484, 0.54, 1.425, 1.397, 1.572, 1.44, 1.378]","['B_3501', 'B_4402', 'B_4901', 'C_0401', 'C_0501', 'C_0704', 'C_1203', 'C_1601', 'DQA1_0102', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",4
Mammographic microcalcification,17,18,"[0.04813, 0.01032, 0.004246, 0.004901, 0.04195, 0.004232]","[0.685, 1.424, 1.398, 1.409, 1.587, 0.632]","['B_1501', 'C_0602', 'DPA1_0103', 'DPA1_0201', 'DPB1_1101', 'DRB1_0401']",4
Megaloblastic anemia,11,17,"[0.04039, 0.02703, 0.04795, 0.02811, 0.03995, 0.01756, 0.03318, 0.009754, 0.02061, 0.02355, 0.04346, 0.02712, 0.03761]","[1.348, 1.328, 0.637, 1.341, 0.231, 0.3, 1.681, 1.328, 0.433, 1.305, 0.68, 0.326, 1.276]","['B_1501', 'B_4402', 'B_5101', 'C_0304', 'C_1402', 'DPB1_1001', 'DPB1_1301', 'DQA1_0102', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_1401', 'DRB1_1501']",4
Melanomas of skin,17,11,"[0.01189, 0.02019, 0.02458, 0.04033, 0.03498, 0.005674, 0.00771, 0.04107]","[1.466, 1.18, 1.457, 0.546, 1.16, 0.802, 0.808, 0.791]","['A_2301', 'B_0702', 'B_3701', 'B_3901', 'C_0702', 'DQB1_0201', 'DRB1_0301', 'DRB1_1301']",4
"Melanomas of skin, dx or hx",17,11,"[0.02168, 0.02299, 0.02742, 0.04301, 0.04792, 0.04122, 0.003525, 0.003254, 0.02501]","[1.396, 1.164, 1.419, 0.816, 1.241, 1.144, 0.804, 0.802, 0.786]","['A_2301', 'B_0702', 'B_3701', 'B_4001', 'B_5701', 'C_0702', 'DQB1_0201', 'DRB1_0301', 'DRB1_1301']",4
Mental retardation,14,12,"[0.04328, 0.01488, 0.01017, 0.02107]","[1.85, 0.176, 1.89, 1.512]","['A_2501', 'A_6801', 'B_5701', 'DPB1_0301']",4
Mild cognitive impairment,15,15,"[0.001103, 0.001217, 0.02083]","[2.654, 3.559, 2.6]","['A_0301', 'A_3101', 'C_0102']",4
Mixed hyperlipidemia,17,10,"[0.02134, 0.02388, 0.007969, 0.01055, 0.03407, 0.02283, 0.002024, 0.005581, 0.002134, 0.002176]","[0.906, 1.136, 1.14, 0.898, 1.232, 1.138, 0.874, 1.223, 1.22, 0.877]","['B_0702', 'B_4001', 'C_0304', 'C_0702', 'C_0704', 'DQA1_0103', 'DQB1_0602', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",4
Mycoses,10,14,"[0.03674, 0.008084, 0.01633, 0.02062, 0.01579, 0.01109, 0.01843]","[0.349, 1.647, 1.556, 1.326, 0.663, 1.38, 1.37]","['A_2301', 'C_0102', 'C_1203', 'DQA1_0101', 'DQB1_0202', 'DQB1_0501', 'DRB1_0101']",4
Myocardial infarction,17,14,"[0.0006526, 0.04947, 0.03275, 0.01541, 0.03656, 0.02273, 0.006992, 0.002638]","[1.231, 1.232, 0.81, 0.57, 0.791, 0.875, 0.837, 0.822]","['A_0301', 'A_3201', 'B_4403', 'C_1402', 'C_1601', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",4
Need for Hormone replacement therapy (postmenopausal),14,13,"[0.03612, 0.03439, 0.02148, 0.04004, 0.03874, 0.02201, 0.02153]","[0.465, 1.508, 0.51, 1.479, 1.588, 2.338, 1.686]","['B_4001', 'B_4402', 'C_0304', 'DPB1_0301', 'DQA1_0103', 'DRB1_0901', 'DRB1_1301']",4
Neoplasm of uncertain behavior of breast,13,13,"[0.04436, 0.03045, 0.04373, 0.02862]","[1.599, 2.162, 1.601, 2.274]","['DQA1_0201', 'DQB1_0402', 'DRB1_0701', 'DRB1_0801']",4
Nephritis and nephropathy with pathological lesion,15,17,"[0.01455, 0.002968, 0.01936, 0.004241]","[0.496, 0.381, 1.603, 0.376]","['DQA1_0103', 'DQB1_0603', 'DRB1_0404', 'DRB1_1301']",4
Nephrotic syndrome without mention of glomerulonephritis,13,13,"[0.004615, 0.03953, 0.01635, 0.01157, 0.005061, 0.03802, 0.04043, 0.009814]","[0.275, 1.453, 1.501, 1.625, 0.279, 1.458, 1.45, 0.308]","['DQA1_0103', 'DQA1_0201', 'DQA1_0501', 'DQB1_0202', 'DQB1_0603', 'DRB1_0301', 'DRB1_0701', 'DRB1_1301']",4
Nervous system congenital anomalies,11,14,"[0.03445, 0.02125, 0.04284]","[0.441, 2.154, 1.493]","['A_6801', 'DRB1_0407', 'DRB1_1101']",4
Neural tube defects,11,14,"[0.04774, 0.03526, 0.009178]","[1.628, 0.288, 2.185]","['B_0702', 'B_1501', 'DRB1_1101']",4
Neuroendocrine tumors,18,14,"[0.01032, 0.0422, 0.03868, 0.04929, 0.0348]","[3.865, 2.911, 2.351, 1.917, 2.211]","['A_3001', 'C_0704', 'C_1601', 'DQB1_0202', 'DRB1_1101']",4
Noninfectious gastroenteritis,18,18,"[0.0376, 0.012, 0.01225, 0.0129, 0.03659, 0.003362, 0.01089]","[0.73, 1.306, 1.229, 0.409, 1.201, 1.744, 0.788]","['B_1801', 'B_3501', 'DQB1_0501', 'DQB1_0502', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401']",4
Nonspecific abnormal findings in cerebrospinal fluid,16,10,"[0.01387, 0.009371, 0.04611, 0.008424, 0.01838]","[2.784, 2.254, 2.598, 2.28, 3.094]","['A_6801', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301', 'DRB1_0801']",4
Obstruction of bile duct,9,14,"[0.001569, 0.03912, 0.02404]","[1.517, 0.722, 0.676]","['C_0701', 'DQA1_0101', 'DQB1_0501']",4
Open wound of foot except toe(s) alone,16,16,"[0.04412, 0.0312, 0.03241, 0.0244, 0.02775, 0.02484, 0.03778, 0.003822, 0.008288, 0.04949]","[0.463, 2.756, 2.379, 0.402, 0.431, 2.644, 1.744, 2.226, 2.435, 0.472]","['A_0301', 'A_2301', 'A_3101', 'B_0702', 'C_0702', 'DPB1_0601', 'DQA1_0301', 'DQB1_0302', 'DRB1_0404', 'DRB1_1501']",4
Osteoarthrosis,13,13,"[0.03323, 0.03634, 0.01802, 0.0238, 0.02186]","[1.13, 0.825, 0.903, 0.896, 0.906]","['DPB1_0101', 'DPB1_1101', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",4
Osteoarthrosis NOS,16,14,"[0.03984, 0.02745, 0.00524, 0.04109, 0.01138, 0.0195, 0.03487, 0.04892]","[0.792, 1.205, 1.377, 0.739, 0.807, 1.168, 1.143, 1.14]","['A_2501', 'A_6801', 'B_3701', 'B_3801', 'C_1601', 'DPB1_0101', 'DQA1_0103', 'DRB1_1301']",4
Other cerebral degenerations,15,13,"[0.04777, 0.03347, 0.02194, 0.04637, 0.03521, 0.01425]","[0.82, 1.228, 1.243, 1.371, 1.423, 1.523]","['A_0101', 'B_0702', 'C_0702', 'DPA1_0202', 'DQA1_0401', 'DQB1_0402']",4
Other chronic nonalcoholic liver disease,13,11,"[0.02087, 0.03649, 0.007248, 0.00464, 0.007547, 0.02446, 0.02923, 0.03935, 0.006721, 0.03719, 0.04664, 0.009436, 0.01356, 0.00491, 0.0002266, 0.001171, 0.009887, 0.006281, 0.0115, 0.01239, 0.01521, 0.01391]","[1.175, 0.85, 1.28, 1.236, 1.644, 1.249, 0.752, 0.744, 1.208, 1.227, 1.168, 0.832, 1.199, 1.229, 1.338, 0.789, 0.814, 1.223, 1.204, 0.732, 0.594, 0.824]","['A_0101', 'A_0301', 'A_1101', 'B_0801', 'B_1401', 'B_3501', 'B_5101', 'B_5701', 'C_0701', 'DPB1_0101', 'DPB1_0301', 'DQA1_0102', 'DQA1_0201', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0602', 'DRB1_0301', 'DRB1_0701', 'DRB1_1101', 'DRB1_1104', 'DRB1_1501']",4
Other deficiency anemia,11,17,"[0.03751, 0.03641, 0.02812, 0.01111, 0.002565, 0.03576, 0.04208, 0.008226]","[1.262, 0.346, 0.453, 1.272, 0.359, 1.239, 0.72, 0.302]","['B_4402', 'C_1402', 'DPB1_1001', 'DQA1_0102', 'DQB1_0503', 'DQB1_0602', 'DQB1_0603', 'DRB1_1401']",4
Other diseases of blood and blood-forming organs,11,17,"[0.0003008, 0.006466, 0.01844, 0.02336, 0.01496, 0.04034, 0.04447, 0.04807, 0.04659]","[0.572, 0.206, 0.188, 1.398, 0.78, 0.547, 1.206, 1.22, 1.22]","['A_2402', 'B_3701', 'B_3901', 'C_0202', 'DPA1_0103', 'DPB1_0501', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",4
Other disorders of arteries and arterioles,17,16,"[0.01306, 0.01944, 0.03721, 0.01747, 0.01853, 0.01155]","[1.6, 0.497, 1.664, 0.561, 1.735, 0.58]","['A_1101', 'B_4001', 'C_0102', 'C_0304', 'C_0802', 'DPB1_0402']",4
Other disorders of cervical region,17,17,"[0.03194, 0.001469, 0.04749]","[1.51, 2.562, 0.62]","['DPA1_0201', 'DPB1_1101', 'DQB1_0602']",4
Other disorders of metabolism,17,11,"[0.003264, 0.008809, 0.04991, 0.003677, 0.03946, 0.04956, 0.004913]","[1.53, 1.455, 1.313, 1.526, 0.583, 0.589, 1.504]","['B_0702', 'C_0702', 'DQA1_0102', 'DQB1_0602', 'DQB1_0603', 'DRB1_1301', 'DRB1_1501']",4
Other disorders of pancreatic internal secretion,14,12,"[0.03873, 0.04767, 0.0393, 0.03553]","[1.984, 1.928, 2.382, 0.121]","['A_2501', 'B_1302', 'B_4002', 'DPA1_0202']",4
Other disorders of testis,14,13,"[0.03656, 0.02053, 0.02404, 0.03996, 0.01674, 0.039, 0.04281]","[1.49, 1.603, 0.317, 0.604, 0.246, 0.602, 2.225]","['A_0301', 'B_4402', 'B_4403', 'DQA1_0201', 'DRB1_0404', 'DRB1_0701', 'DRB1_0901']",4
Other disorders of the kidney and ureters,15,17,"[0.04631, 0.02515, 0.03604, 0.01902]","[1.22, 1.116, 1.309, 1.122]","['A_2501', 'DQB1_0201', 'DRB1_0103', 'DRB1_0301']",4
Other disorders of thyroid,11,14,"[0.02478, 0.002619, 0.01676, 0.04598, 0.04859]","[0.738, 0.514, 1.949, 1.306, 1.462]","['A_0201', 'C_0401', 'C_0704', 'DQA1_0501', 'DRB1_1101']",4
Other local infections of skin and subcutaneous tissue,17,18,"[0.04661, 0.01263, 0.01659, 0.01543, 0.01091, 0.007357, 0.03111, 0.007149, 0.01102]","[0.781, 0.616, 1.287, 1.306, 1.443, 0.754, 1.748, 1.351, 1.331]","['B_0702', 'C_0303', 'DPA1_0103', 'DPA1_0201', 'DPB1_0101', 'DPB1_0401', 'DPB1_1401', 'DQB1_0201', 'DRB1_0301']",4
Other specified cardiac dysrhythmias,17,14,"[0.03001, 0.01497, 0.002835, 0.01563, 0.01022, 0.03238]","[1.253, 0.788, 1.332, 0.834, 1.193, 0.608]","['A_3201', 'B_4403', 'B_5701', 'C_0401', 'C_0602', 'C_1402']",4
Other specified congenital anomalies of kidney,18,10,"[0.009087, 0.006987, 0.0233, 0.03724]","[1.677, 1.694, 2.629, 1.545]","['B_0702', 'C_0702', 'C_1402', 'DPB1_0402']",4
Other specified diseases of sebaceous glands,13,14,[0.02689],[2.164],['DRB1_1401'],4
Other specified disorders of breast,18,11,"[0.04162, 0.04263, 0.01953]","[1.741, 0.705, 1.74]","['B_3503', 'C_0501', 'DPB1_0501']",4
Other symptoms of respiratory system,14,18,"[0.03726, 0.04623, 0.04723, 0.0357, 0.004257]","[1.305, 0.527, 1.164, 0.828, 1.704]","['A_6801', 'C_1402', 'DPA1_0201', 'DPB1_0402', 'DRB1_0407']",4
Other upper respiratory disease,10,14,"[6.674e-05, 0.00103, 0.002038, 0.0003135]","[1.342, 1.292, 1.513, 1.342]","['DQA1_0101', 'DQB1_0501', 'DQB1_0503', 'DRB1_0101']",4
Other vitamin B12 deficiency anemia,11,17,"[0.03212, 0.03707, 0.01881, 0.01946, 0.03072, 0.02189, 0.04334]","[0.41, 1.63, 1.514, 1.467, 1.349, 0.262, 0.132]","['A_3201', 'A_6801', 'B_1501', 'C_0304', 'DQA1_0102', 'DQB1_0503', 'DRB1_1401']",4
Pain and other symptoms associated with female genital organs,15,17,"[0.01465, 0.04212, 0.04815, 0.002423]","[1.63, 1.359, 0.811, 1.955]","['C_0704', 'C_1203', 'DPA1_0201', 'DRB1_0103']",4
Pallor and flushing,11,16,"[0.04022, 0.00278, 0.03659, 0.034, 0.02174, 0.03281, 0.04259, 0.03429, 0.04025, 0.005806]","[0.504, 2.326, 2.469, 2.244, 1.894, 2.1, 2.589, 2.701, 2.289, 2.443]","['A_0101', 'A_0201', 'A_2601', 'A_6801', 'B_4402', 'B_5101', 'C_0704', 'DPB1_1301', 'DQA1_0401', 'DRB1_0404']",4
Palpitations,17,14,"[0.04655, 0.01419, 0.04735, 0.04543, 0.03534]","[1.207, 0.648, 1.123, 0.884, 1.181]","['A_3201', 'B_3801', 'DPB1_0301', 'DQB1_0302', 'DQB1_0303']",4
Paralytic ileus,13,17,"[0.02122, 0.03377, 0.02965, 0.03267]","[1.361, 0.671, 1.297, 1.529]","['B_4001', 'B_4403', 'C_0304', 'DPB1_0501']",4
Paroxysmal supraventricular tachycardia,17,14,"[0.03854, 0.007061, 0.04358, 0.03327]","[1.422, 1.531, 0.685, 0.534]","['A_3101', 'A_3201', 'B_5101', 'DPB1_0501']",4
"Paroxysmal tachycardia, unspecified",17,14,"[0.008452, 0.02493, 0.02901]","[1.334, 1.186, 0.767]","['A_3201', 'C_0304', 'C_1601']",4
Paroxysmal ventricular tachycardia,17,14,"[0.008664, 0.03362, 0.04583, 0.02617]","[1.427, 1.25, 1.287, 1.216]","['A_3201', 'B_1501', 'C_0202', 'DQB1_0302']",4
Partial epilepsy,17,11,"[0.04032, 0.01169, 0.03287, 0.0471, 0.0275, 0.001408, 0.00205]","[0.712, 1.294, 1.252, 1.389, 1.249, 1.383, 1.369]","['A_1101', 'B_0702', 'B_0801', 'C_0102', 'C_0702', 'DQB1_0201', 'DRB1_0301']",4
"Peripheral vascular disease, unspecified",12,12,"[0.004854, 0.02178, 0.02417, 0.04166, 0.003562, 0.04276]","[1.436, 1.323, 1.217, 1.173, 1.36, 1.172]","['A_6801', 'B_5701', 'C_0602', 'DQA1_0201', 'DQB1_0303', 'DRB1_0701']",4
Pituitary hypofunction,11,14,[0.003095],[1.988],['DRB1_1101'],4
Pneumococcal pneumonia,10,14,"[0.03445, 0.02029, 0.01887]","[2.736, 1.793, 1.846]","['B_3801', 'DQB1_0501', 'DRB1_0101']",4
Pneumonia due to fungus (mycoses),13,14,"[0.02058, 0.02863]","[1.851, 2.549]","['A_2402', 'DRB1_1401']",4
Pneumonitis due to inhalation of food or vomitus,12,12,"[0.009288, 0.003871, 0.001441, 0.004856, 0.01043, 0.0002195, 0.0151, 0.01941]","[2.016, 1.627, 1.658, 1.42, 1.34, 1.712, 1.321, 1.78]","['B_4002', 'B_5701', 'C_0202', 'C_0602', 'DQA1_0201', 'DQB1_0303', 'DRB1_0701', 'DRB1_0901']",4
"Poisoning by analgesics, antipyretics, and antirheumatics",11,18,"[0.007279, 0.04476, 0.02774, 0.0005378, 0.0002622, 0.01611, 0.03984, 0.03688]","[2.302, 3.328, 2.351, 3.003, 2.965, 2.032, 1.801, 2.35]","['A_0201', 'B_1401', 'B_2705', 'B_4001', 'C_0304', 'DPB1_0201', 'DQA1_0301', 'DQB1_0604']",4
"Polycythemia, secondary",11,17,"[0.0186, 0.003206, 0.02226, 0.02379, 0.03921]","[1.877, 2.117, 0.544, 1.473, 1.494]","['A_6801', 'C_0102', 'C_0501', 'DQA1_0102', 'DRB1_0101']",4
Polymyositis,12,14,"[1.54e-05, 0.04822, 0.0007912, 0.01021, 2.656e-05, 0.01041, 6.382e-05]","[2.761, 0.312, 2.189, 1.827, 2.674, 0.467, 2.557]","['B_0801', 'C_0303', 'C_0701', 'DQA1_0501', 'DQB1_0201', 'DQB1_0301', 'DRB1_0301']",4
Postoperative shock,11,15,"[0.00155, 0.03063, 0.01909, 0.0004058, 0.00879, 0.0285, 0.002627]","[3.296, 2.452, 0.292, 4.027, 3.183, 0.269, 3.78]","['A_2902', 'C_1601', 'DQA1_0101', 'DQA1_0401', 'DQB1_0402', 'DQB1_0501', 'DRB1_0801']",4
Posttraumatic wound infection not elsewhere classified,10,17,"[0.02842, 0.02361, 5.935e-05, 0.03439, 0.009367, 0.01487]","[2.143, 2.078, 4.237, 2.138, 2.467, 2.398]","['B_1501', 'C_0401', 'DPA1_0202', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",4
Progressive myopia,9,17,"[0.01622, 0.02466, 0.02908, 0.01082]","[2.559, 3.256, 2.826, 0.4]","['B_1801', 'B_3701', 'DPB1_0601', 'DQA1_0501']",4
Prolapse of vaginal walls,17,15,"[0.01145, 0.0278, 0.02461, 0.04891, 0.0309, 0.01817, 0.03405, 0.02871]","[1.782, 1.45, 1.313, 0.617, 0.765, 1.711, 1.289, 1.26]","['A_2301', 'B_1801', 'B_4402', 'B_5701', 'C_0702', 'C_0704', 'DPB1_0402', 'DQB1_0301']",4
Proteinuria,17,10,"[0.04789, 0.01694, 0.03489, 0.01365, 0.001886, 0.006941, 0.03742]","[1.265, 1.283, 0.807, 0.692, 1.553, 1.427, 0.812]","['B_4001', 'C_0304', 'DQB1_0602', 'DQB1_0603', 'DQB1_0604', 'DRB1_1302', 'DRB1_1501']",4
Psychogenic and somatoform disorders,13,14,"[0.009969, 0.01835]","[2.142, 2.28]","['DQB1_0503', 'DRB1_1401']",4
Pyelonephritis,15,17,[0.003311],[2.026],['DRB1_0103'],4
Redundant prepuce and phimosis/BXO,18,11,"[0.02834, 0.03198, 0.04537, 0.03158, 0.001478]","[1.773, 2.075, 0.308, 0.588, 2.633]","['B_5101', 'C_1502', 'C_1601', 'DPB1_0201', 'DPB1_0501']",4
Renal failure,15,17,"[0.02462, 0.001719, 0.01716, 0.005485, 0.001824, 0.04489, 0.03646]","[1.081, 1.13, 0.91, 1.329, 1.129, 0.813, 0.921]","['DQA1_0501', 'DQB1_0201', 'DQB1_0602', 'DRB1_0103', 'DRB1_0301', 'DRB1_1401', 'DRB1_1501']",4
