phewas_string,x,y,p_values,odds_ratios,snps,cluster
Disorders of optic nerve and visual pathways,2,2,"[0.04904, 0.02763]","[0.662, 0.607]","['DQB1_0603', 'DRB1_1301']",1
Disorders of other cranial nerves,1,2,"[0.03185, 0.01869, 4.934e-06, 0.0004905, 0.0186, 0.0006412, 0.04807]","[1.602, 0.714, 2.247, 1.968, 0.714, 2.03, 0.441]","['A_2601', 'DQA1_0201', 'DQA1_0401', 'DQB1_0402', 'DRB1_0701', 'DRB1_0801', 'DRB1_1104']",1
Disorders of plasma protein metabolism,1,2,"[0.002269, 0.007474, 0.03559, 0.001546, 0.01897, 0.003344, 0.02011, 0.004922]","[1.34, 0.606, 0.387, 0.632, 0.752, 1.646, 1.531, 1.701]","['A_0201', 'B_3501', 'B_3503', 'C_0401', 'DPB1_0201', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Disorders of protein plasma/amino-acid transport and metabolism,1,2,"[0.001674, 0.006999, 0.04093, 0.001914, 0.01474, 0.04653, 0.003822, 0.02212, 0.02526, 0.003683]","[1.313, 0.64, 1.248, 0.672, 0.766, 1.191, 1.572, 1.471, 0.565, 1.653]","['A_0201', 'B_3501', 'C_0304', 'C_0401', 'DPB1_0201', 'DQA1_0102', 'DQA1_0401', 'DQB1_0402', 'DQB1_0503', 'DRB1_0801']",1
Disorders of refraction and accommodation; blindness and low vision,2,2,"[0.01888, 0.008728, 0.02676, 0.02519, 0.02512, 0.01172, 0.04391, 0.002791, 0.008197, 0.04052]","[1.448, 1.378, 0.634, 0.792, 1.334, 0.819, 1.329, 0.576, 1.433, 0.68]","['A_3001', 'B_1302', 'B_3503', 'B_4403', 'B_5501', 'C_0401', 'C_0704', 'C_1502', 'DPB1_1301', 'DRB1_1401']",1
"Disorders of uterus, NEC",6,4,"[0.03517, 0.04331]","[2.665, 0.355]","['B_3801', 'C_0303']",1
Disorders of vitreous body,2,2,[0.04588],[1.29],['B_5701'],1
Duodenal ulcer,6,3,"[0.005425, 0.01181, 0.0465]","[2.364, 1.709, 1.522]","['A_3101', 'DPB1_0201', 'DQA1_0101']",1
Dyspepsia and other specified disorders of function of stomach,1,5,"[0.04031, 0.03473, 0.016, 0.03733, 0.02364]","[1.267, 1.3, 0.692, 0.756, 1.915]","['A_0201', 'B_0702', 'B_0801', 'C_0701', 'C_1402']",1
Dysphagia,6,5,"[0.04777, 0.00994, 0.04061, 0.03964, 0.01616, 0.02538, 0.01198, 0.009964, 0.03308, 0.01216, 1.833e-05, 6.343e-05, 0.02081, 0.03543, 2.328e-05, 0.02102, 0.03482, 0.03726]","[1.137, 0.649, 1.119, 1.156, 1.213, 1.13, 1.152, 0.726, 0.905, 0.832, 1.237, 1.246, 0.887, 0.703, 1.234, 0.751, 1.306, 0.853]","['A_1101', 'B_3801', 'B_4402', 'B_4403', 'B_5701', 'C_0501', 'C_0602', 'DPB1_0501', 'DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQB1_0202', 'DQB1_0602', 'DRB1_0103', 'DRB1_0701', 'DRB1_1104', 'DRB1_1201', 'DRB1_1301']",1
E. coli,1,2,"[0.003816, 0.01314, 0.01425, 0.02416, 0.03644]","[1.389, 0.811, 1.451, 1.433, 1.436]","['C_0303', 'DPB1_0401', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Eating disorder,6,1,"[0.04308, 0.0009671, 0.0153]","[0.42, 2.883, 2.173]","['C_0401', 'DQB1_0604', 'DRB1_1302']",1
Ectropion or entropion,3,6,"[0.01403, 0.04545, 0.01654, 0.01265]","[1.966, 2.109, 2.106, 2.695]","['B_5101', 'C_1502', 'DPA1_0202', 'DRB1_0901']",1
Edema,5,0,"[0.00326, 0.03229, 0.03964, 0.04908]","[1.193, 0.783, 1.219, 1.307]","['A_1101', 'A_2501', 'B_1302', 'B_4002']",1
Effects radiation NOS,1,3,"[0.02067, 0.03113, 0.04347, 0.04637, 0.03906, 0.03177, 0.02027]","[0.76, 1.576, 0.632, 0.752, 0.727, 1.528, 0.673]","['A_0201', 'A_3101', 'B_3501', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_0101']",1
Electrolyte imbalance,2,7,"[0.04253, 0.03556, 0.009733, 0.03251, 0.001588, 0.01151, 0.02967, 0.0486, 0.03393, 0.03924, 0.03347]","[0.825, 0.847, 1.163, 0.794, 1.22, 0.897, 0.865, 1.105, 0.921, 1.085, 0.923]","['A_2301', 'B_1402', 'B_2705', 'B_3801', 'C_0102', 'C_0401', 'C_0802', 'DPB1_0101', 'DPB1_0201', 'DPB1_0301', 'DQB1_0602']",1
Elevated sedimentation rate,5,0,"[0.04334, 0.04521, 0.01599, 0.01105]","[1.537, 0.534, 1.52, 1.584]","['C_0303', 'DQA1_0103', 'DQB1_0501', 'DRB1_0101']",1
Emphysema,4,3,"[0.04924, 0.04179, 0.0006294]","[1.343, 0.772, 1.594]","['B_2705', 'C_0401', 'DRB1_1302']",1
Empyema and pneumothorax,4,3,"[0.04201, 0.01103, 0.04697, 0.02112, 0.004064, 0.006839, 0.01548, 0.04018, 0.0001216, 0.02773]","[1.213, 0.609, 1.28, 1.184, 0.305, 0.59, 0.49, 1.16, 0.506, 0.827]","['A_1101', 'A_2601', 'A_6801', 'B_0702', 'B_1401', 'B_1402', 'B_3801', 'C_0702', 'C_0802', 'DPB1_0402']",1
"Encephalopathy, not elsewhere classified",4,5,"[0.04359, 0.03212, 0.01881, 0.02625, 0.01097, 0.03273]","[0.801, 1.412, 1.781, 1.337, 1.841, 0.619]","['A_0301', 'A_6801', 'B_4002', 'DPB1_0101', 'DQB1_0502', 'DQB1_0604']",1
Epistaxis or throat hemorrhage,4,3,[0.001377],[1.466],['DPB1_0402'],1
Esophageal bleeding (varices/hemorrhage),7,2,"[0.02411, 0.000732, 0.03081, 0.01202, 0.009807, 0.0003633]","[1.358, 1.527, 0.778, 1.655, 1.414, 0.622]","['C_0401', 'DPB1_0301', 'DPB1_0401', 'DQA1_0401', 'DQB1_0202', 'DQB1_0301']",1
"Esophagitis, GERD and related diseases",1,5,"[0.01537, 0.03752, 0.04998]","[1.164, 1.166, 0.848]","['A_6801', 'DPB1_0601', 'DRB1_1104']",1
Eustachian tube disorders,2,2,"[0.009132, 0.03524, 0.01433, 0.04215]","[0.558, 1.309, 1.519, 1.201]","['A_3101', 'B_5101', 'C_1502', 'DPB1_0201']",1
Failure to thrive (childhood),2,3,"[0.02292, 0.03515, 0.01387, 0.007826, 0.01202, 0.03863, 0.005162]","[1.913, 1.605, 1.588, 0.72, 1.608, 1.523, 2.206]","['A_3001', 'B_1302', 'C_0102', 'C_0701', 'DPA1_0202', 'DQA1_0401', 'DRB1_0407']",1
Fever of unknown origin,5,0,"[0.002424, 0.04359, 0.02783]","[0.875, 1.229, 0.826]","['C_0401', 'DRB1_0407', 'DRB1_1104']",1
Fracture of clavicle or scapula,6,2,"[0.01925, 0.04871, 0.03888, 0.007381, 0.03778]","[0.478, 1.42, 0.126, 1.798, 1.625]","['A_2402', 'C_0701', 'DQA1_0401', 'DQB1_0603', 'DRB1_1301']",1
Fracture of hand or wrist,1,3,"[0.00312, 0.03623, 0.04598]","[1.374, 1.67, 0.589]","['A_0201', 'B_4901', 'C_0802']",1
Fracture of humerus,1,3,"[0.01165, 0.0428]","[1.956, 0.433]","['B_3801', 'DRB1_0801']",1
Fracture of neck of femur,1,3,"[0.04077, 0.04513, 0.03131, 0.04795]","[0.531, 0.783, 1.663, 0.752]","['A_2601', 'B_0702', 'B_3701', 'DQB1_0202']",1
Fracture of pelvis,1,3,"[0.01622, 0.0442]","[1.558, 0.133]","['B_4001', 'C_0704']",1
Fracture of ribs,1,3,[0.04476],[1.469],['DQB1_0303'],1
Fracture of tibia and fibula,1,6,"[0.04129, 0.01969, 0.04626, 0.04893, 0.02326, 0.02506, 0.0189, 0.03948, 0.04928, 0.04299, 0.006408]","[0.754, 1.45, 1.367, 0.37, 1.301, 1.543, 0.708, 1.6, 1.277, 1.295, 1.431]","['B_0702', 'B_3501', 'B_4001', 'C_0704', 'DPA1_0103', 'DPA1_0202', 'DPB1_0201', 'DPB1_0501', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101']",1
Fracture of upper limb,1,3,"[0.00852, 0.002342, 0.01336, 0.0413]","[0.764, 1.4, 1.27, 0.777]","['A_2402', 'C_0202', 'DQB1_0603', 'DRB1_1101']",1
Fracture of vertebral column without mention of spinal cord injury,1,3,"[0.02492, 0.02205]","[0.732, 1.347]","['A_1101', 'B_5101']",1
Functional digestive disorders,1,5,"[0.04671, 0.03151, 0.02127]","[0.742, 0.821, 0.725]","['C_0202', 'DQB1_0302', 'DRB1_0404']",1
Functional disorders of bladder,2,3,"[0.01714, 0.04788, 0.03723]","[1.437, 1.207, 1.302]","['DPA1_0202', 'DQB1_0602', 'DRB1_1301']",1
GERD,1,5,"[0.01438, 0.04716, 0.03917, 0.01531, 0.04664, 0.03281]","[1.173, 0.892, 0.873, 1.203, 0.924, 1.231]","['A_6801', 'B_4403', 'C_1601', 'DPB1_0601', 'DQB1_0201', 'DRB1_0901']",1
Gangrene,5,0,"[0.01584, 0.004933, 0.01817, 0.01802, 0.02367]","[0.088, 1.898, 0.184, 1.728, 0.103]","['DQA1_0103', 'DQB1_0201', 'DQB1_0603', 'DRB1_0301', 'DRB1_1301']",1
Gastritis and duodenitis,7,0,"[0.02333, 0.03989, 0.01864, 0.03357, 0.04852, 0.01689, 0.0326]","[1.165, 1.329, 1.487, 1.293, 0.869, 0.464, 0.842]","['A_0201', 'B_1402', 'B_3701', 'C_0802', 'DQA1_0102', 'DQB1_0502', 'DQB1_0602']",1
Gastrointestinal complications,1,5,"[0.02864, 0.003295, 0.01713]","[1.244, 1.715, 1.791]","['A_0101', 'B_1302', 'DRB1_0103']",1
Gastroparesis,1,2,"[0.02316, 0.01162, 0.04001, 0.02882, 0.04895, 0.01492, 0.01812, 0.02772, 0.008857, 0.02641]","[0.517, 1.615, 1.482, 0.279, 1.742, 1.544, 1.948, 0.626, 2.147, 0.628]","['A_2402', 'C_0304', 'C_0602', 'C_0802', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0801', 'DRB1_1501']",1
Glaucoma,2,2,"[0.01261, 0.01356, 0.00274, 0.04091, 0.006346, 0.007553]","[0.829, 1.353, 0.566, 1.26, 0.658, 0.832]","['A_0101', 'A_6801', 'B_1402', 'B_2705', 'C_0802', 'DQA1_0501']",1
Gram negative septicemia,1,7,"[0.009542, 0.03216, 0.0479, 0.003652, 0.04636, 0.01909, 0.03166]","[1.714, 1.652, 1.434, 1.949, 0.737, 1.962, 0.583]","['A_3101', 'B_1302', 'B_5101', 'B_5501', 'DPB1_0201', 'DPB1_1401', 'DQB1_0303']",1
Hallux valgus (Bunion),7,0,"[0.03405, 0.04483, 0.03164, 0.04129, 0.01252, 0.048, 0.0413]","[1.784, 1.632, 1.765, 0.639, 2.068, 1.603, 1.773]","['A_2601', 'A_3201', 'B_1402', 'C_0401', 'C_0704', 'C_0802', 'DPB1_0501']",1
Hammer toe (acquired),1,0,"[0.004334, 0.01006, 0.04783, 0.02512, 0.03329, 0.001968, 0.02541, 0.005723, 0.005691, 0.002827, 0.0003642, 0.003299, 0.009248]","[0.59, 1.567, 1.374, 0.703, 1.816, 2.091, 1.483, 1.443, 0.676, 0.583, 1.671, 0.588, 1.643]","['B_0801', 'B_4001', 'C_0304', 'C_0701', 'C_0704', 'DPB1_0501', 'DQA1_0103', 'DQA1_0301', 'DQA1_0501', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301', 'DRB1_0404']",1
Hearing loss,2,2,"[0.03418, 0.01344]","[1.127, 0.792]","['A_2402', 'A_6801']",1
Heart failure with preserved EF [Diastolic heart failure],1,2,"[0.009212, 0.003107, 0.002527, 0.02057, 0.009426]","[0.57, 1.422, 1.51, 1.403, 1.495]","['A_2601', 'B_2705', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Hemiplegia,4,5,"[0.04816, 0.03032, 0.02187]","[1.284, 1.345, 1.817]","['A_0101', 'DPB1_0402', 'DPB1_1001']",1
Hemoptysis,4,3,"[0.006703, 0.01876, 0.04115]","[1.987, 1.92, 0.48]","['A_3001', 'B_3901', 'DPB1_1101']",1
Hemorrhage NOS,8,4,[0.008315],[1.867],['B_4402'],1
Hemorrhage of gastrointestinal tract,6,3,"[0.0009678, 0.008149, 0.0466, 0.04258]","[1.555, 1.515, 0.828, 1.277]","['A_3101', 'C_1502', 'DPB1_0402', 'DRB1_1302']",1
Hemorrhage of rectum and anus,7,0,"[0.01709, 0.01916, 0.01648, 0.01668, 0.03413, 0.04691]","[1.505, 1.429, 0.769, 0.768, 0.688, 1.327]","['B_1402', 'C_0802', 'DQB1_0201', 'DRB1_0301', 'DRB1_0404', 'DRB1_1302']",1
Hemorrhage or hematoma complicating a procedure,1,3,"[0.00685, 0.01295, 0.02384, 0.02366]","[1.905, 0.519, 0.54, 0.5]","['B_4002', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Hereditary and idiopathic peripheral neuropathy,4,5,"[0.03568, 0.02119, 0.001202, 0.03872, 0.0349]","[1.151, 1.309, 1.346, 0.689, 1.422]","['A_0101', 'A_6801', 'DPB1_0101', 'DPB1_0601', 'DRB1_0901']",1
Herpes zoster with nervous system complications,0,4,"[0.02882, 0.0255, 0.04053, 0.01113, 0.03821, 0.009866, 0.01143, 0.009729, 0.04139, 0.01188]","[1.645, 1.879, 1.632, 0.497, 0.592, 1.905, 0.482, 2.334, 1.629, 2.16]","['DQA1_0102', 'DQA1_0103', 'DQA1_0201', 'DQA1_0301', 'DQA1_0501', 'DQB1_0202', 'DQB1_0301', 'DQB1_0604', 'DRB1_0701', 'DRB1_1302']",1
Hypersensitivity angiitis,2,1,"[0.03527, 0.02388, 0.0251, 0.003445]","[2.042, 0.306, 0.309, 2.871]","['A_2402', 'DQB1_0201', 'DRB1_0301', 'DRB1_0404']",1
Hypertrophy of breast (Gynecomastia),3,4,[0.009567],[2.384],['DPB1_1101'],1
Hypocalcemia,6,2,"[0.04965, 0.01696, 0.007537, 0.006615, 0.003047, 0.0369, 0.008623]","[1.453, 0.48, 1.426, 1.494, 1.544, 0.721, 1.496]","['A_3201', 'A_6801', 'C_0304', 'DQA1_0103', 'DQB1_0603', 'DRB1_0101', 'DRB1_1301']",1
Hypotension,3,5,"[0.0002546, 0.005629, 0.01119, 0.03146, 0.0322, 0.02994, 0.02486, 0.005588, 0.04775, 0.004634]","[1.269, 1.289, 1.227, 1.372, 1.207, 0.876, 1.275, 0.859, 1.309, 0.857]","['A_1101', 'A_3101', 'B_2705', 'B_4002', 'C_0102', 'C_0501', 'C_1502', 'DQB1_0602', 'DRB1_1201', 'DRB1_1501']",1
Hypotension NOS,3,5,"[0.02299, 0.0006584, 0.00648, 0.03868, 0.008562, 0.02664, 0.005192, 0.001298, 0.01402, 0.04359, 0.02141]","[0.886, 1.289, 1.327, 1.231, 1.435, 1.44, 0.819, 0.792, 1.178, 0.783, 1.411]","['A_0201', 'A_1101', 'A_3101', 'A_6801', 'B_3701', 'B_4002', 'B_4402', 'C_0501', 'C_0602', 'DPA1_0202', 'DRB1_0103']",1
Hypothermia/Chills,5,0,"[0.01539, 0.04279, 0.01906]","[2.3, 0.466, 2.991]","['B_5701', 'DQB1_0501', 'DRB1_1201']",1
Hypoventilation,4,3,"[0.03987, 0.03663]","[1.557, 0.56]","['A_3101', 'B_1801']",1
Iatrogenic hypotension,7,1,"[0.02962, 0.0278, 0.01496, 0.01284, 0.03458, 0.04]","[2.293, 2.315, 2.153, 3.652, 2.154, 2.043]","['A_3201', 'A_6801', 'B_4001', 'B_4002', 'C_0202', 'DRB1_0404']",1
Ileostomy status,3,0,"[0.03277, 0.04766, 0.04938, 0.04117, 0.002146, 0.04604, 0.002518, 8.346e-06, 0.01323]","[0.38, 0.661, 1.699, 1.32, 1.907, 1.447, 0.552, 3.237, 0.448]","['A_3101', 'C_0304', 'C_1502', 'DPA1_0103', 'DPA1_0202', 'DPB1_0101', 'DQB1_0302', 'DRB1_0103', 'DRB1_0404']",1
Impacted cerumen,2,2,"[0.0472, 0.02616, 0.04664, 0.04512]","[0.701, 0.796, 1.371, 1.404]","['C_0802', 'DPB1_0402', 'DQB1_0402', 'DRB1_0801']",1
Impaired fasting glucose,9,0,"[0.001331, 0.01337, 0.01419, 0.04758]","[0.573, 1.481, 1.479, 0.315]","['A_0101', 'B_4402', 'C_0501', 'DPB1_0601']",1
Incisional hernia,1,5,[0.02971],[0.625],['B_5101'],1
Inflammation of the eye,2,2,"[0.01721, 0.01975, 0.0313, 0.02146, 0.04498]","[0.647, 0.793, 1.256, 1.3, 1.205]","['A_2501', 'B_1501', 'B_2705', 'C_0102', 'DRB1_1301']",1
Infusion and transfusion reaction,3,7,[0.0007649],[3.552],['DPB1_1001'],1
Inguinal hernia,6,2,"[0.02983, 0.006943, 0.03379]","[0.776, 1.395, 1.32]","['DQB1_0302', 'DQB1_0603', 'DRB1_1301']",1
Internal derangement of knee,5,1,"[0.02783, 0.00214, 0.01005, 0.001349]","[0.768, 1.88, 1.794, 2.194]","['A_0301', 'A_2301', 'B_3701', 'B_4002']",1
Intervertebral disc disorders,0,7,"[0.01432, 0.03151, 0.04626, 0.03483, 0.04737, 0.0196, 0.01529, 0.01317]","[1.14, 0.832, 1.161, 0.867, 1.286, 1.186, 1.194, 1.207]","['A_0101', 'B_3501', 'C_0303', 'C_0401', 'C_0704', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",1
Intestinal obstruction without mention of hernia,1,5,"[0.04664, 0.04356, 0.02301]","[0.861, 0.871, 0.733]","['B_0801', 'C_0701', 'C_0802']",1
Irritable Bowel Syndrome,1,5,"[0.03059, 0.04675]","[0.671, 1.476]","['C_0202', 'C_0704']",1
Joint/ligament sprain,1,3,"[0.04501, 0.02922]","[1.992, 1.639]","['C_1402', 'DQB1_0604']",1
Juvenile rheumatoid arthritis,7,4,"[5.947e-05, 0.02389, 0.01033, 0.01198, 0.0335, 0.008298, 5.826e-05, 0.007667, 0.0006918, 7.085e-11, 0.01645, 1.029e-10, 0.000301, 0.01994, 7.356e-05, 1.875e-11, 0.01899]","[1.98, 1.725, 1.833, 0.399, 1.454, 2.274, 1.944, 0.61, 0.527, 3.941, 0.572, 4.054, 1.863, 0.608, 2.01, 4.503, 0.609]","['A_0201', 'B_2705', 'C_0202', 'DPB1_0101', 'DPB1_0201', 'DPB1_1001', 'DQA1_0101', 'DQA1_0102', 'DQA1_0301', 'DQA1_0401', 'DQB1_0302', 'DQB1_0402', 'DQB1_0501', 'DQB1_0602', 'DRB1_0101', 'DRB1_0801', 'DRB1_1501']",1
Lack of normal physiological development,2,3,"[0.007339, 0.03805, 0.04101, 0.03048, 0.02136]","[1.439, 1.34, 0.712, 1.441, 0.712]","['C_0102', 'DPA1_0202', 'DQB1_0604', 'DRB1_0801', 'DRB1_1302']",1
"Lack of normal physiological development, unspecified",2,3,"[0.00483, 0.03553, 0.03161, 0.0403]","[1.772, 0.688, 1.372, 1.544]","['C_0102', 'C_0401', 'C_0602', 'DPA1_0202']",1
Left bundle branch block,3,7,"[0.001203, 0.01904, 0.04311, 0.007978]","[1.701, 1.908, 1.665, 1.991]","['A_1101', 'C_0704', 'DPB1_0601', 'DPB1_1001']",1
Liver replaced by transplant,0,3,"[0.03309, 0.03181, 0.02219, 0.006612, 0.0125, 0.003224, 0.04993, 0.03462, 0.01075, 0.04354, 0.01373]","[1.666, 0.593, 0.734, 1.384, 1.386, 0.689, 0.641, 1.384, 1.359, 0.639, 1.47]","['A_2301', 'B_5101', 'DQA1_0101', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0303', 'DQB1_0603', 'DRB1_0301', 'DRB1_1101', 'DRB1_1301']",1
"Lymphoid leukemia, acute",5,3,"[0.03833, 0.008316, 0.01112]","[0.691, 1.929, 1.51]","['C_0401', 'DPB1_1001', 'DQA1_0103']",1
"Macular degeneration, wet",2,2,[0.01199],[1.701],['C_0602'],1
Macular puckering of retina,1,1,"[0.02159, 0.03574, 0.03813, 0.03872, 0.02607, 0.04247]","[1.503, 1.385, 1.796, 0.665, 1.729, 0.676]","['C_0602', 'DPA1_0103', 'DPB1_1101', 'DQB1_0602', 'DQB1_0604', 'DRB1_1501']",1
Malignant neoplasm of female breast,2,1,"[0.0145, 0.003961, 0.00136, 0.02235, 0.04315, 0.00641, 0.02722, 0.006054]","[1.203, 0.66, 0.819, 0.716, 1.387, 0.82, 0.615, 0.63]","['A_2402', 'DQA1_0401', 'DQB1_0301', 'DQB1_0402', 'DRB1_0103', 'DRB1_0401', 'DRB1_0407', 'DRB1_0801']",1
"Malignant neoplasm of kidney, except pelvis",1,2,"[0.002767, 0.01579, 0.01533, 0.01468, 0.002008, 0.008247]","[0.538, 1.602, 1.534, 1.566, 0.665, 1.662]","['B_4403', 'DPB1_0501', 'DQA1_0401', 'DQB1_0402', 'DRB1_0401', 'DRB1_0801']",1
"Malignant neoplasm of liver, primary",6,3,"[0.00954, 0.02033]","[1.915, 1.936]","['A_3101', 'DRB1_1104']",1
Malignant neoplasm of other urinary organs,1,2,"[0.03689, 0.01671, 0.003954, 0.02098, 0.01266]","[1.401, 0.57, 2.107, 1.917, 2.069]","['DPA1_0103', 'DPB1_0301', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",1
Malignant neoplasm of ovary,8,0,"[0.005658, 0.04852, 0.006434, 0.04672, 0.008625, 0.01563]","[0.59, 1.351, 0.595, 0.365, 1.4, 2.148]","['B_4402', 'C_0401', 'C_0501', 'DPB1_0601', 'DQA1_0102', 'DQB1_0502']",1
Malignant neoplasm of ovary and other uterine adnexa,8,0,"[0.03204, 0.002352, 0.04735, 0.002759, 0.0472]","[1.306, 0.591, 1.32, 0.596, 1.263]","['A_0301', 'B_4402', 'C_0401', 'C_0501', 'DQA1_0102']",1
"Malignant neoplasm, other",8,0,"[0.04529, 0.02534, 0.03175]","[1.175, 1.196, 0.786]","['B_4402', 'C_0501', 'DQA1_0103']",1
Malunion and nonunion of fracture,2,5,"[0.04285, 0.04587, 0.005228, 0.02351, 0.02724, 0.005442]","[1.761, 1.988, 1.679, 0.708, 1.528, 1.706]","['DPB1_0501', 'DPB1_1401', 'DQA1_0103', 'DQA1_0501', 'DQB1_0603', 'DRB1_1301']",1
Manlignant and unknown neoplasms of brain and nervous system,1,2,"[0.01018, 0.04562, 0.01781, 0.006552, 0.01113, 0.001944, 0.01606, 0.002133, 0.03375]","[0.805, 1.234, 0.802, 1.58, 1.429, 0.75, 1.428, 0.751, 1.406]","['A_0101', 'A_1101', 'B_0801', 'DPB1_1001', 'DQA1_0401', 'DQB1_0201', 'DQB1_0402', 'DRB1_0301', 'DRB1_0801']",1
Methicillin resistant Staphylococcus aureus,0,4,"[0.04298, 0.02741, 0.004167, 0.02675]","[0.594, 0.738, 0.619, 0.737]","['A_2902', 'DQA1_0201', 'DQB1_0202', 'DRB1_0701']",1
Migrain with aura,8,0,"[0.04479, 0.04279, 0.01717]","[0.696, 1.724, 1.609]","['A_0201', 'B_1801', 'C_0501']",1
Muscle/tendon sprain,6,2,"[0.00537, 0.02352]","[2.546, 2.247]","['DQB1_0603', 'DRB1_1301']",1
Muscular wasting and disuse atrophy,5,0,"[0.02367, 0.02233]","[1.698, 2.896]","['DQA1_0501', 'DRB1_1201']",1
Myalgia and myositis unspecified,6,0,"[0.03995, 0.02986, 0.03491, 0.01502, 0.0234, 0.03771, 0.003752]","[0.869, 0.612, 1.137, 0.832, 1.379, 1.154, 0.588]","['A_0301', 'B_3801', 'DPA1_0103', 'DPB1_0402', 'DPB1_1301', 'DQB1_0302', 'DRB1_1104']",1
Myeloid leukemia,2,3,"[0.04438, 0.03603]","[1.485, 0.226]","['DPA1_0202', 'DRB1_0901']",1
Myoclonus,3,1,"[0.01041, 0.02697, 0.03066]","[1.803, 1.707, 2.73]","['A_0101', 'B_0801', 'DRB1_1201']",1
Myopia,2,2,"[0.01475, 0.0484, 0.003225, 0.0308, 0.01941]","[1.619, 0.785, 1.725, 1.569, 0.561]","['A_3001', 'B_1501', 'B_3801', 'C_1402', 'C_1502']",1
Nausea and vomiting,5,0,[0.02064],[0.777],['B_3801'],1
"Neuralgia, neuritis, and radiculitis NOS",5,0,"[0.006677, 0.005156, 0.02174, 0.008504]","[1.388, 0.735, 1.462, 0.731]","['DPB1_0101', 'DQB1_0501', 'DQB1_0503', 'DRB1_0101']",1
Nodular lymphoma,3,3,"[0.03389, 0.0321, 0.03188, 0.001517, 0.03231, 0.0009392, 0.001399, 0.0414, 0.03167]","[0.485, 1.487, 1.727, 1.555, 0.73, 1.608, 1.616, 0.579, 0.498]","['B_1801', 'B_3501', 'DPB1_1101', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DRB1_0101', 'DRB1_1301', 'DRB1_1302']",1
Nonspecific abnormal findings in stool contents,3,1,"[0.01623, 0.03801, 0.02176, 0.02849]","[0.631, 1.514, 1.414, 2.055]","['B_0801', 'B_3501', 'DQA1_0101', 'DRB1_1201']",1
Nonspecific abnormal findings on radiological and other examination of skull and head,1,2,"[0.03574, 0.01583]","[2.207, 2.484]","['DQA1_0401', 'DQB1_0402']",1
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],1,5,"[0.04888, 0.01336, 0.04968, 0.04371]","[0.746, 1.458, 0.752, 1.296]","['A_1101', 'A_6801', 'B_1501', 'B_3501']",1
Nonspecific findings on examination of blood,5,0,[0.03778],[0.687],['DPB1_0401'],1
Nystagmus and other irregular eye movements,1,2,"[0.005631, 0.02583, 0.02666, 0.01181, 0.04925, 0.02115, 0.01806]","[2.65, 2.262, 2.463, 2.785, 1.74, 3.341, 2.797]","['B_2705', 'C_0202', 'DQA1_0401', 'DQB1_0402', 'DQB1_0602', 'DRB1_0103', 'DRB1_0801']",1
Obstructive genitourinary defect,9,1,"[0.004954, 0.03129, 0.02145, 0.02927, 0.01321, 0.04536, 0.04848, 0.03738, 0.0206]","[2.183, 1.843, 2.076, 1.886, 2.911, 2.23, 1.578, 0.437, 1.768]","['A_1101', 'B_1501', 'B_5101', 'C_0303', 'C_0704', 'DPB1_0601', 'DQA1_0301', 'DQB1_0202', 'DRB1_0401']",1
Occlusion of cerebral arteries,3,7,"[0.009369, 0.01229, 0.008785]","[1.575, 0.782, 0.756]","['DPB1_1001', 'DQB1_0501', 'DRB1_0101']",1
Open wound of hand except finger(s),1,3,"[0.0204, 0.04425]","[2.014, 0.474]","['B_2705', 'C_0401']",1
Opiates and related narcotics causing adverse effects in therapeutic use,2,1,"[0.001297, 0.02568, 0.005234]","[2.44, 1.808, 3.712]","['A_2402', 'DQB1_0602', 'DRB1_0103']",1
Optic atrophy,2,2,"[0.01654, 0.0241]","[1.717, 1.674]","['DQB1_0302', 'DRB1_0401']",1
Osteoarthritis; localized,2,3,"[0.01543, 0.01086]","[1.504, 1.303]","['B_4002', 'DPA1_0202']",1
"Osteoarthrosis, localized, primary",6,2,"[0.01546, 0.01911, 0.04132, 0.02398, 0.03108]","[1.568, 0.734, 1.2, 1.223, 0.784]","['B_4002', 'B_5701', 'DQA1_0103', 'DQB1_0603', 'DRB1_1101']",1
Osteomyelitis,2,3,"[0.04362, 0.02182, 0.0237, 0.01436]","[0.741, 1.455, 1.421, 1.723]","['A_1101', 'A_3101', 'DPA1_0202', 'DRB1_0103']",1
"Osteomyelitis, periostitis, and other infections involving bone",2,3,"[0.04809, 0.01806, 0.02136, 0.02523]","[0.751, 1.459, 1.419, 1.643]","['A_1101', 'A_3101', 'DPA1_0202', 'DRB1_0103']",1
