phewas_string,x,y,p_values,odds_ratios,snps,cluster
Primary biliary cirrhosis,6,9,"[0.03269, 0.008449, 0.02007, 0.02702, 0.0004469, 0.0003728, 0.0002364, 3.834e-08, 0.03614, 7.555e-05, 0.04143, 2.788e-08, 0.000834, 0.03023, 0.0005775, 2.725e-09, 0.01693, 0.0006051]","[1.605, 1.463, 1.369, 1.366, 1.66, 0.621, 0.565, 2.852, 1.353, 0.525, 1.357, 2.967, 0.544, 1.367, 1.865, 3.319, 0.491, 0.539]","['A_3201', 'B_0801', 'DPA1_0103', 'DPA1_0201', 'DPB1_0301', 'DPB1_0401', 'DQA1_0102', 'DQA1_0401', 'DQB1_0201', 'DQB1_0301', 'DQB1_0302', 'DQB1_0402', 'DQB1_0602', 'DRB1_0301', 'DRB1_0404', 'DRB1_0801', 'DRB1_1101', 'DRB1_1501']",0
Primary hypercoagulable state,9,11,"[0.003355, 0.02668, 0.01976, 0.006689, 0.04626]","[0.382, 1.584, 0.257, 0.592, 0.666]","['A_2402', 'B_1501', 'B_5701', 'DPA1_0103', 'DPA1_0201']",0
Problems associated with amniotic cavity and membranes,10,10,"[0.0437, 0.04776]","[1.884, 0.362]","['C_1601', 'DQB1_0603']",0
Prostatitis,9,5,"[0.02935, 0.002179, 0.03375, 0.009107, 0.03206, 0.007704, 0.02575, 0.007346, 0.01757]","[1.44, 0.277, 0.597, 0.587, 1.405, 1.595, 0.617, 1.563, 1.485]","['B_0702', 'B_3501', 'C_0401', 'DQA1_0101', 'DQA1_0102', 'DQB1_0302', 'DQB1_0501', 'DQB1_0602', 'DRB1_1501']",0
Protein-calorie malnutrition,9,13,"[0.007911, 0.03715, 0.00892, 0.03066]","[0.675, 1.185, 1.3, 1.331]","['A_2301', 'A_2902', 'DPB1_1101', 'DRB1_0103']",0
Psychosis,10,8,"[0.04807, 0.007255, 0.03012]","[0.138, 0.148, 1.291]","['A_3001', 'B_1302', 'DQA1_0102']",0
"Pulmonary embolism and infarction, acute",9,9,"[0.03316, 0.00541]","[1.604, 1.495]","['B_4901', 'DRB1_1302']",0
Pulmonary heart disease,9,9,"[0.0319, 0.006327, 0.01579, 0.0247, 0.0292, 0.04807, 0.00463]","[0.737, 1.285, 0.595, 0.714, 1.245, 1.357, 1.287]","['B_1402', 'B_2705', 'B_3801', 'DPB1_1101', 'DQB1_0604', 'DRB1_0103', 'DRB1_1302']",0
Purpura and other hemorrhagic conditions,9,11,"[0.04404, 0.03232, 0.03364, 0.03563, 0.009537, 0.0412, 0.005185, 0.005143, 0.00423, 0.003571]","[1.149, 1.372, 0.812, 0.758, 0.817, 1.129, 0.783, 0.801, 0.592, 0.785]","['A_1101', 'B_1401', 'B_5701', 'DPB1_0501', 'DQA1_0103', 'DQB1_0202', 'DQB1_0303', 'DQB1_0603', 'DRB1_0901', 'DRB1_1301']",0
Rash and other nonspecific skin eruption,9,10,"[0.002092, 0.009079, 0.003956, 0.03061]","[1.172, 0.881, 1.368, 0.745]","['A_0101', 'A_0201', 'B_5501', 'DRB1_1104']",0
Renal failure NOS,6,8,"[0.01762, 0.04524, 0.007436, 0.02854, 0.03097, 0.01509, 0.02786, 0.001629, 0.004687, 0.003442, 0.0308]","[0.482, 0.525, 1.31, 1.344, 0.499, 0.66, 1.23, 1.38, 1.938, 1.351, 0.682]","['A_2601', 'B_5501', 'DPA1_0201', 'DPB1_0101', 'DPB1_0501', 'DQA1_0103', 'DQA1_0501', 'DQB1_0201', 'DRB1_0103', 'DRB1_0301', 'DRB1_1301']",0
Respiratory conditions of fetus and newborn,10,10,"[0.04186, 0.04022, 0.0127, 0.04436, 0.02199]","[0.7, 1.436, 0.643, 0.558, 1.909]","['B_4402', 'C_0303', 'C_0501', 'C_1601', 'DRB1_1104']",0
Retention of urine,9,5,"[0.03852, 0.002815, 0.01638, 0.00337, 0.01484, 0.03473]","[1.233, 0.783, 1.184, 0.773, 1.205, 1.174]","['C_0303', 'DQA1_0101', 'DQA1_0102', 'DQB1_0501', 'DQB1_0602', 'DRB1_1501']",0
Rupture of synovium,10,12,"[0.02354, 0.04596, 0.03399, 0.04473, 0.01631]","[2.574, 1.926, 2.311, 2.433, 2.581]","['B_5701', 'DPB1_0402', 'DQB1_0303', 'DQB1_0604', 'DRB1_1302']",0
Scar conditions and fibrosis of skin,9,10,"[0.0417, 0.04671]","[0.235, 0.77]","['B_1401', 'DPB1_0301']",0
Seborrheic dermatitis,9,10,"[0.03483, 0.01008, 0.02661, 0.03859, 0.0002335]","[1.513, 0.417, 0.326, 1.86, 0.493]","['B_5701', 'C_1601', 'DPB1_1101', 'DRB1_0103', 'DRB1_0401']",0
Secondary diabetes mellitus,9,13,"[0.04767, 0.03503, 0.0308, 0.03805, 0.03554]","[0.314, 0.44, 1.543, 0.445, 1.714]","['C_1203', 'DQA1_0103', 'DQB1_0302', 'DQB1_0603', 'DRB1_0404']",0
Secondary hypothyroidism,10,4,"[0.02079, 0.02734, 0.0268, 0.006753, 0.0115, 0.02583, 0.001769, 0.009212, 0.007672, 0.04324]","[1.599, 0.75, 0.608, 0.716, 0.581, 0.832, 1.248, 1.228, 1.235, 0.756]","['B_1401', 'B_4403', 'B_5501', 'C_0303', 'DPB1_1101', 'DQA1_0101', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_1302']",0
Secondary malignancy of brain/spine,11,6,"[0.02677, 0.01873, 0.02815, 0.04056]","[0.452, 0.752, 0.785, 0.801]","['B_4901', 'C_0401', 'DPB1_0402', 'DQB1_0501']",0
Secondary malignancy of lymph nodes,11,6,"[0.03502, 0.01889, 0.03577, 0.02112, 0.0106, 0.02089]","[0.838, 1.159, 1.216, 1.312, 1.146, 0.861]","['B_4001', 'B_4402', 'B_5701', 'C_1502', 'DQB1_0301', 'DQB1_0302']",0
Secondary malignant neoplasm of skin,7,9,"[0.03108, 0.005505, 0.03356, 0.03435, 0.03862]","[0.541, 1.893, 1.544, 1.311, 1.301]","['B_1801', 'C_1502', 'DPA1_0202', 'DQB1_0602', 'DRB1_1501']",0
Secondary/extrinsic cardiomyopathies,8,6,"[0.04443, 0.04698, 0.007439, 0.0219]","[1.319, 1.738, 1.431, 1.628]","['A_1101', 'B_1401', 'B_1501', 'DRB1_1104']",0
Short stature,9,13,"[0.01063, 0.009761, 0.04377]","[1.384, 0.552, 0.633]","['A_0101', 'DQA1_0103', 'DRB1_1301']",0
Skin cancer,11,6,"[0.03762, 0.04801, 0.001932, 0.01886, 0.00627, 0.003418]","[1.205, 0.857, 1.397, 0.859, 0.802, 1.405]","['A_2601', 'A_2902', 'B_3701', 'B_4001', 'C_1601', 'DRB1_0407']",0
Spasm of muscle,7,9,"[0.02645, 0.005045, 0.0194, 0.04329, 0.03935, 0.0174]","[1.399, 0.597, 1.4, 1.397, 1.234, 1.27]","['B_1801', 'B_3501', 'B_5101', 'DPA1_0202', 'DQB1_0602', 'DRB1_1501']",0
Squamous cell carcinoma,9,8,"[0.0319, 0.04383, 0.02246, 0.00928, 0.04927, 0.03084, 0.03292, 0.008381]","[0.335, 0.501, 1.756, 0.268, 1.917, 0.639, 1.397, 1.696]","['A_2601', 'A_2902', 'B_1402', 'C_0102', 'DPB1_1401', 'DQB1_0202', 'DQB1_0302', 'DRB1_0404']",0
Stress fracture,7,10,"[0.02285, 0.03085, 0.04492, 0.02346, 0.04581, 0.03339, 0.02355, 0.01383]","[2.166, 2.61, 0.452, 2.081, 0.482, 0.325, 2.08, 0.228]","['C_0401', 'DPA1_0202', 'DQA1_0102', 'DQA1_0201', 'DQA1_0501', 'DQB1_0602', 'DRB1_0701', 'DRB1_1501']",0
Subdural hemorrhage,8,6,"[0.03533, 0.005385, 0.02392, 0.04769, 0.02687, 0.01911]","[1.57, 2.024, 2.418, 0.406, 1.532, 2.364]","['A_1101', 'A_3201', 'B_1401', 'B_1801', 'C_0602', 'DRB1_0407']",0
Suicidal ideation,10,8,[0.02649],[0.49],['DPB1_0402'],0
Suicidal ideation or attempt,9,6,"[0.02684, 0.04051, 0.01922, 0.02962]","[1.593, 1.422, 1.482, 1.45]","['A_1101', 'B_0702', 'C_0702', 'DRB1_1501']",0
"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",10,8,"[0.004205, 0.02782, 0.03071, 0.03236, 0.007133]","[1.414, 0.708, 0.689, 0.771, 0.403]","['B_5701', 'C_1601', 'DPA1_0202', 'DQA1_0103', 'DRB1_0901']",0
"Temporomandibular joint disorder, unspecified",5,8,"[0.03946, 0.004601, 0.009939, 0.01369]","[2.428, 2.492, 3.042, 1.978]","['A_2501', 'B_5101', 'DPB1_1001', 'DRB1_0101']",0
Thrombocytopenia,9,11,"[0.04935, 0.007007, 0.02832, 0.00473, 0.03757, 0.02154]","[0.857, 0.785, 0.839, 0.586, 0.752, 0.825]","['DQA1_0103', 'DQB1_0303', 'DQB1_0603', 'DRB1_0901', 'DRB1_1104', 'DRB1_1301']",0
Thyrotoxicosis with or without goiter,7,8,"[0.0002002, 0.009107, 0.02112, 0.01444, 0.0346, 0.04171, 0.03407, 2.313e-05, 2.419e-05, 8.96e-06, 0.03406]","[2.136, 0.609, 0.736, 0.584, 1.328, 1.648, 0.782, 1.486, 1.528, 1.561, 0.782]","['B_3503', 'B_4403', 'C_0501', 'C_1601', 'DPB1_0101', 'DPB1_1701', 'DQA1_0201', 'DQA1_0501', 'DQB1_0201', 'DRB1_0301', 'DRB1_0701']",0
Tobacco use disorder,10,8,[0.001782],[0.592],['DPB1_1001'],0
Transitory tachypnea or apnea of newborn,10,10,[0.008813],[3.074],['B_3701'],0
Traumatic arthropathy,12,10,"[0.005945, 0.0353, 0.04855, 0.04323, 0.001032, 0.01346]","[2.393, 2.122, 1.594, 0.468, 2.833, 2.189]","['B_1801', 'DPA1_0202', 'DQA1_0102', 'DQB1_0302', 'DQB1_0604', 'DRB1_1302']",0
Ulcer of esophagus,10,4,"[0.005047, 0.03858, 0.00656, 0.04861]","[2.449, 2.102, 1.933, 1.647]","['B_2705', 'C_0102', 'DQA1_0501', 'DQB1_0201']",0
Uterine leiomyoma,9,9,"[0.009869, 0.004069, 0.01524, 0.03043, 0.02112, 0.0045, 0.00995]","[1.493, 0.331, 1.615, 0.56, 0.473, 1.783, 1.629]","['A_2402', 'A_2902', 'B_2705', 'B_4403', 'C_1601', 'DQB1_0604', 'DRB1_1302']",0
Visual field defects,12,6,"[0.02758, 0.01148, 0.001947]","[2.079, 2.317, 2.585]","['A_2501', 'B_5501', 'DPB1_0501']",0
Vitamin B-complex deficiencies,9,13,"[0.03106, 0.03836, 0.03728]","[1.578, 0.717, 0.702]","['C_0704', 'DQB1_0603', 'DRB1_1301']",0
severe protein-calorie malnutrition,9,13,"[0.02067, 0.04716, 0.03071]","[0.476, 0.769, 1.557]","['B_4901', 'DQA1_0103', 'DRB1_1201']",0
