phewas_string,x,y,p_values,odds_ratios,snps,cluster
Encephalitis,1,5,"[0.000116, 0.008847, 0.02963]","[3.126, 2.033, 1.811]","['DPB1_0101', 'DQB1_0602', 'DRB1_1501']",2
"Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin",4,3,"[0.04441, 0.04225, 0.03131, 0.007376, 0.0121]","[1.343, 0.638, 1.313, 1.567, 1.591]","['A_3201', 'B_1402', 'B_5101', 'C_1502', 'DPB1_1301']",2
Endocarditis,2,4,"[0.02234, 0.02175, 0.02185]","[1.723, 0.412, 1.656]","['A_6801', 'B_5101', 'DRB1_1302']",2
Eosinophilia,4,5,"[0.04329, 0.04878]","[1.488, 1.619]","['A_0201', 'B_1501']",2
Epilepsy,0,5,"[0.04662, 0.0195, 0.04724, 0.04843, 0.03515]","[0.846, 1.211, 1.382, 1.178, 1.327]","['A_0101', 'A_0301', 'A_2501', 'B_0702', 'C_0102']",2
"Epilepsy, recurrent seizures, convulsions",1,4,"[0.02114, 0.0323]","[0.649, 1.176]","['B_3503', 'C_0303']",2
"Esophagitis, GERD and related diseases",2,4,"[0.01537, 0.03752, 0.04998]","[1.164, 1.166, 0.848]","['A_6801', 'DPB1_0601', 'DRB1_1104']",2
Essential hypertension,2,4,"[0.04336, 0.02248, 0.0103]","[1.125, 0.894, 0.868]","['A_6801', 'B_4403', 'C_1601']",2
Excessive or frequent menstruation,4,5,"[0.04311, 0.0391]","[1.258, 0.425]","['A_0201', 'B_5501']",2
Facial nerve disorders [CN7],1,4,[0.0447],[1.838],['A_2601'],2
Fracture of clavicle or scapula,1,0,"[0.01925, 0.04871, 0.03888, 0.007381, 0.03778]","[0.478, 1.42, 0.126, 1.798, 1.625]","['A_2402', 'C_0701', 'DQA1_0401', 'DQB1_0603', 'DRB1_1301']",2
Fracture of hand or wrist,5,2,"[0.00312, 0.03623, 0.04598]","[1.374, 1.67, 0.589]","['A_0201', 'B_4901', 'C_0802']",2
Fracture of humerus,5,3,"[0.01165, 0.0428]","[1.956, 0.433]","['B_3801', 'DRB1_0801']",2
Fracture of neck of femur,5,3,"[0.04077, 0.04513, 0.03131, 0.04795]","[0.531, 0.783, 1.663, 0.752]","['A_2601', 'B_0702', 'B_3701', 'DQB1_0202']",2
Fracture of pelvis,5,3,"[0.01622, 0.0442]","[1.558, 0.133]","['B_4001', 'C_0704']",2
Fracture of radius and ulna,1,2,"[0.001256, 0.04834, 0.02791, 0.01963, 0.0002727, 0.02194, 0.02292, 0.02455, 0.04849]","[2.02, 1.45, 1.383, 1.769, 1.651, 1.335, 1.696, 0.363, 1.298]","['A_3001', 'B_1302', 'B_2705', 'B_4002', 'C_0202', 'DQB1_0603', 'DRB1_0103', 'DRB1_0901', 'DRB1_1301']",2
Fracture of ribs,5,3,[0.04476],[1.469],['DQB1_0303'],2
Fracture of unspecified bones,5,3,"[0.01648, 0.04418, 0.03311, 0.04637]","[0.75, 0.567, 0.535, 1.186]","['A_2402', 'C_0704', 'DPB1_1301', 'DQA1_0101']",2
Fracture of unspecified part of femur,4,2,"[0.003691, 0.04512, 0.02857, 0.01124, 0.02795, 0.02447, 0.04266, 0.04604]","[0.598, 1.444, 1.421, 0.654, 0.452, 1.362, 1.361, 0.313]","['B_0702', 'B_4001', 'C_0602', 'C_0702', 'C_1601', 'DQB1_0301', 'DRB1_0401', 'DRB1_1104']",2
Fracture of upper limb,5,3,"[0.00852, 0.002342, 0.01336, 0.0413]","[0.764, 1.4, 1.27, 0.777]","['A_2402', 'C_0202', 'DQB1_0603', 'DRB1_1101']",2
Fracture of vertebral column without mention of spinal cord injury,5,3,"[0.02492, 0.02205]","[0.732, 1.347]","['A_1101', 'B_5101']",2
Frequency of urination and polyuria,0,4,"[0.007178, 0.03315, 0.02064, 0.03361, 0.0005566, 0.04525]","[0.857, 0.646, 1.354, 1.199, 1.349, 1.191]","['A_0201', 'B_4901', 'B_5501', 'C_0303', 'DRB1_1101', 'DRB1_1301']",2
"Ganglion and cyst of synovium, tendon, and bursa",1,1,"[0.03199, 0.0293, 0.02544, 0.03225, 0.01911, 0.03737, 0.02631, 0.02518, 0.04044, 0.02506]","[1.473, 1.561, 2.164, 1.54, 1.46, 1.421, 1.565, 1.438, 0.128, 1.591]","['C_0304', 'DPB1_0101', 'DPB1_1401', 'DQA1_0103', 'DQB1_0201', 'DQB1_0302', 'DQB1_0603', 'DRB1_0301', 'DRB1_0801', 'DRB1_1301']",2
Gastric ulcer,5,5,"[0.02254, 0.009496, 0.02504, 0.01287, 0.02131, 0.003625, 0.01042, 0.0161, 0.02223]","[0.49, 0.587, 2.172, 0.612, 1.741, 1.625, 0.636, 0.61, 0.633]","['A_1101', 'B_0702', 'B_3503', 'C_0702', 'C_1203', 'DPB1_0201', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Generalized convulsive epilepsy,1,4,"[0.04645, 0.02341, 0.0444, 0.02098]","[0.676, 1.313, 0.309, 0.736]","['A_1101', 'DPB1_0201', 'DPB1_1701', 'DQA1_0101']",2
Glaucoma,2,4,"[0.01261, 0.01356, 0.00274, 0.04091, 0.006346, 0.007553]","[0.829, 1.353, 0.566, 1.26, 0.658, 0.832]","['A_0101', 'A_6801', 'B_1402', 'B_2705', 'C_0802', 'DQA1_0501']",2
Gram negative septicemia,5,6,"[0.009542, 0.03216, 0.0479, 0.003652, 0.04636, 0.01909, 0.03166]","[1.714, 1.652, 1.434, 1.949, 0.737, 1.962, 0.583]","['A_3101', 'B_1302', 'B_5101', 'B_5501', 'DPB1_0201', 'DPB1_1401', 'DQB1_0303']",2
Gram positive septicemia,5,6,"[0.03393, 0.04003, 0.02717]","[1.773, 1.899, 0.367]","['A_2501', 'B_3701', 'DPA1_0202']",2
Hallux rigidus,1,1,"[0.03629, 0.04982, 0.004493, 0.01735, 0.01667, 0.04426, 0.0373, 0.02313, 0.0184]","[3.089, 2.151, 0.228, 2.195, 0.288, 1.984, 2.969, 3.281, 2.232]","['B_3801', 'C_1203', 'DQA1_0101', 'DQA1_0103', 'DQB1_0501', 'DQB1_0603', 'DRB1_0901', 'DRB1_1201', 'DRB1_1301']",2
Heart transplant/surgery,4,3,"[0.02857, 0.001451, 0.02925, 0.01265, 0.04759, 0.04095, 0.04743, 0.000924, 0.03978, 0.02884]","[0.603, 1.679, 1.798, 1.659, 1.494, 1.233, 0.784, 2.181, 1.708, 0.766]","['A_2902', 'A_3201', 'B_4002', 'C_1502', 'DPB1_0601', 'DQB1_0301', 'DQB1_0602', 'DRB1_0103', 'DRB1_0407', 'DRB1_1501']",2
"Hemangioma and lymphangioma, any site",0,4,"[0.01708, 0.02721]","[0.581, 1.579]","['C_0501', 'DRB1_1101']",2
Hemangioma of skin and subcutaneous tissue,0,4,"[0.04704, 0.02365, 0.0477]","[0.578, 0.545, 1.658]","['C_0501', 'DRB1_0401', 'DRB1_0404']",2
Hemorrhage or hematoma complicating a procedure,5,3,"[0.00685, 0.01295, 0.02384, 0.02366]","[1.905, 0.519, 0.54, 0.5]","['B_4002', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",2
Hepatomegaly,3,5,"[0.03407, 0.00198, 0.0195]","[2.477, 3.19, 0.253]","['B_3503', 'B_3701', 'C_0303']",2
Hereditary and idiopathic peripheral neuropathy,1,5,"[0.03568, 0.02119, 0.001202, 0.03872, 0.0349]","[1.151, 1.309, 1.346, 0.689, 1.422]","['A_0101', 'A_6801', 'DPB1_0101', 'DPB1_0601', 'DRB1_0901']",2
Hereditary retinal dystrophies,2,5,"[0.03409, 0.04095]","[2.008, 2.003]","['A_1101', 'C_0303']",2
Herpes simplex,4,6,"[0.00773, 0.04474, 0.02356, 0.01602, 0.00999, 0.04004]","[1.474, 0.749, 0.604, 0.611, 1.498, 2.027]","['A_0101', 'A_0201', 'C_0401', 'DPB1_0402', 'DQB1_0302', 'DRB1_0407']",2
Herpes zoster,4,6,"[0.04484, 0.004402, 0.0311, 0.0009058, 0.007163, 0.009831, 0.01468, 0.004424, 0.04756, 0.02874, 0.03068]","[0.596, 0.628, 1.638, 0.569, 0.689, 0.679, 1.575, 0.623, 1.734, 0.371, 1.453]","['B_1801', 'B_4402', 'B_5501', 'C_0501', 'DQA1_0101', 'DQB1_0501', 'DQB1_0604', 'DRB1_0101', 'DRB1_0103', 'DRB1_1104', 'DRB1_1302']",2
Hydrocephalus,0,5,"[0.006054, 0.03865, 0.006291, 0.04197, 0.006425, 0.003036]","[1.362, 0.612, 1.353, 1.451, 1.66, 1.764]","['B_0702', 'C_0202', 'C_0702', 'DPA1_0202', 'DQA1_0401', 'DQB1_0402']",2
Hyperhidrosis,4,3,"[0.0302, 0.01573, 0.0034]","[2.014, 1.895, 2.415]","['A_3201', 'B_4001', 'C_0102']",2
Hypertension,2,4,"[0.03994, 0.02711, 0.01419]","[1.127, 0.898, 0.874]","['A_6801', 'B_4403', 'C_1601']",2
Hypertensive chronic kidney disease,2,4,"[0.02929, 0.04088, 0.02695, 0.03907, 0.01587, 0.0348, 0.03002, 0.04059]","[1.263, 0.737, 0.648, 0.663, 1.189, 1.141, 1.151, 1.137]","['A_6801', 'B_1302', 'B_3503', 'B_3801', 'C_0304', 'DQB1_0201', 'DQB1_0302', 'DRB1_0301']",2
Hypertensive heart and/or renal disease,2,4,"[0.01974, 0.03261, 0.006217, 0.0342, 0.01097]","[1.247, 1.144, 1.16, 1.216, 1.148]","['A_6801', 'C_0304', 'DQB1_0201', 'DQB1_0604', 'DRB1_0301']",2
Hypocalcemia,0,1,"[0.04965, 0.01696, 0.007537, 0.006615, 0.003047, 0.0369, 0.008623]","[1.453, 0.48, 1.426, 1.494, 1.544, 0.721, 1.496]","['A_3201', 'A_6801', 'C_0304', 'DQA1_0103', 'DQB1_0603', 'DRB1_0101', 'DRB1_1301']",2
Hypotension,2,5,"[0.0002546, 0.005629, 0.01119, 0.03146, 0.0322, 0.02994, 0.02486, 0.005588, 0.04775, 0.004634]","[1.269, 1.289, 1.227, 1.372, 1.207, 0.876, 1.275, 0.859, 1.309, 0.857]","['A_1101', 'A_3101', 'B_2705', 'B_4002', 'C_0102', 'C_0501', 'C_1502', 'DQB1_0602', 'DRB1_1201', 'DRB1_1501']",2
Iatrogenic hypotension,4,4,"[0.02962, 0.0278, 0.01496, 0.01284, 0.03458, 0.04]","[2.293, 2.315, 2.153, 3.652, 2.154, 2.043]","['A_3201', 'A_6801', 'B_4001', 'B_4002', 'C_0202', 'DRB1_0404']",2
Ill-defined descriptions and complications of heart disease,2,3,"[0.02477, 0.01868, 0.04582, 0.03784]","[0.838, 1.575, 0.838, 0.852]","['B_0702', 'B_1401', 'C_0501', 'DQA1_0101']",2
Incisional hernia,2,3,[0.02971],[0.625],['B_5101'],2
Infection with drug-resistant microorganisms,5,6,[0.03426],[0.808],['DPB1_0401'],2
Infection/inflammation of internal prosthetic device; implant; and graft,5,6,[0.01943],[1.443],['DPB1_1301'],2
Inflammatory and toxic neuropathy,1,4,[0.04638],[1.68],['B_2705'],2
Inflammatory bowel disease and other gastroenteritis and colitis,1,3,"[0.0176, 0.002961, 0.04102, 0.02197, 0.04734, 0.01302, 0.02409, 0.0198, 0.0119, 0.02108, 0.03237, 7.356e-06, 0.02064]","[0.736, 1.428, 0.742, 0.75, 1.339, 1.339, 0.817, 0.775, 1.271, 1.316, 1.242, 2.393, 0.776]","['A_2402', 'B_3501', 'B_4001', 'C_0304', 'C_0802', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401']",2
Inguinal hernia,1,0,"[0.02983, 0.006943, 0.03379]","[0.776, 1.395, 1.32]","['DQB1_0302', 'DQB1_0603', 'DRB1_1301']",2
Insomnia,0,5,"[0.03352, 0.01669]","[1.154, 1.172]","['B_0702', 'C_0702']",2
Internal derangement of knee,5,3,"[0.02783, 0.00214, 0.01005, 0.001349]","[0.768, 1.88, 1.794, 2.194]","['A_0301', 'A_2301', 'B_3701', 'B_4002']",2
Intervertebral disc disorders,2,1,"[0.01432, 0.03151, 0.04626, 0.03483, 0.04737, 0.0196, 0.01529, 0.01317]","[1.14, 0.832, 1.161, 0.867, 1.286, 1.186, 1.194, 1.207]","['A_0101', 'B_3501', 'C_0303', 'C_0401', 'C_0704', 'DQA1_0103', 'DQB1_0603', 'DRB1_1301']",2
Intestinal infection,4,6,"[0.002285, 0.02669, 0.02852, 0.02027, 0.02911, 0.02384, 0.0001061]","[1.386, 1.359, 1.239, 0.815, 0.835, 0.806, 0.66]","['B_4001', 'C_0102', 'C_0304', 'C_0701', 'DQA1_0301', 'DQB1_0201', 'DRB1_0401']",2
Intestinal infection due to C. difficile,4,6,"[0.02716, 0.01437, 0.04287, 0.04706, 0.004931, 0.04549, 0.01617, 0.0009412, 0.03217]","[1.525, 1.48, 0.806, 0.716, 0.717, 0.58, 0.755, 0.653, 1.358]","['A_2501', 'C_0102', 'C_0701', 'DPB1_0101', 'DQB1_0201', 'DQB1_0503', 'DRB1_0301', 'DRB1_0401', 'DRB1_0404']",2
Intracerebral hemorrhage,2,4,"[0.01092, 0.02303, 0.02807, 0.02386]","[1.761, 2.186, 0.699, 1.752]","['A_6801', 'B_4002', 'C_0701', 'DQB1_0503']",2
Intracranial hemorrhage,4,3,"[0.01566, 0.01096, 0.02539, 0.03397, 0.04401]","[1.78, 1.513, 0.618, 1.263, 0.539]","['A_3001', 'A_3201', 'B_1801', 'DPB1_0301', 'DPB1_0601']",2
Intracranial hemorrhage (injury),5,3,[0.03549],[1.628],['A_3201'],2
Irregular menstrual cycle/bleeding,4,5,"[0.03243, 0.01776]","[1.16, 0.713]","['A_0201', 'A_2902']",2
Irritable Bowel Syndrome,2,3,"[0.03059, 0.04675]","[0.671, 1.476]","['C_0202', 'C_0704']",2
Ischemic Heart Disease,3,2,"[0.02034, 0.04693, 0.01286, 0.00821, 0.01276, 0.03486, 0.04988, 0.03431, 0.04366, 0.01314]","[1.094, 0.847, 0.816, 0.736, 1.329, 0.883, 0.827, 0.921, 1.073, 0.902]","['A_0301', 'A_2601', 'B_1402', 'B_3801', 'B_3901', 'B_4403', 'DPB1_1001', 'DQA1_0101', 'DQA1_0501', 'DQB1_0501']",2
Joint/ligament sprain,5,3,"[0.04501, 0.02922]","[1.992, 1.639]","['C_1402', 'DQB1_0604']",2
Keloid scar,0,1,"[0.009107, 0.03395, 0.03367, 0.03925, 0.02744, 0.02296]","[2.515, 2.464, 1.78, 2.608, 1.819, 1.88]","['B_1302', 'B_3701', 'DQA1_0103', 'DQB1_0502', 'DQB1_0603', 'DRB1_1301']",2
Kyphoscoliosis and scoliosis,4,2,"[0.006673, 0.004256, 0.03329, 0.03096, 0.02483, 0.0006039, 0.01328]","[1.539, 0.48, 0.666, 0.575, 0.596, 1.501, 0.698]","['A_2902', 'B_2705', 'B_3501', 'C_0102', 'C_0202', 'C_0602', 'DRB1_0101']",2
Labyrinthitis,5,0,"[0.01935, 0.04735, 0.02988, 0.01069, 0.04435, 0.02641, 0.04866]","[2.5, 3.008, 2.188, 3.864, 1.847, 0.42, 1.869]","['B_1801', 'B_3801', 'C_0303', 'C_1402', 'DQA1_0101', 'DQB1_0301', 'DQB1_0302']",2
Large cell lymphoma,2,3,"[0.0469, 0.02202, 0.03306]","[1.323, 2.042, 0.739]","['B_0801', 'C_1402', 'DQB1_0301']",2
Late effects of cerebrovascular disease,2,5,"[0.04171, 0.01711, 0.01094, 0.02671, 0.02819, 0.01256, 0.04772, 0.04086]","[0.845, 1.308, 0.726, 1.624, 1.218, 1.246, 0.591, 1.202]","['A_0201', 'A_1101', 'A_2402', 'A_3001', 'B_0702', 'C_0702', 'DRB1_1104', 'DRB1_1501']",2
Left bundle branch block,2,5,"[0.001203, 0.01904, 0.04311, 0.007978]","[1.701, 1.908, 1.665, 1.991]","['A_1101', 'C_0704', 'DPB1_0601', 'DPB1_1001']",2
Leukoplakia of oral mucosa,3,6,"[0.03307, 0.01389, 0.02908, 0.02727, 0.02667, 0.04603]","[1.92, 3.776, 1.94, 0.314, 0.266, 2.858]","['B_0702', 'B_3801', 'C_0702', 'DPB1_0201', 'DPB1_0402', 'DPB1_1301']",2
Liver replaced by transplant,0,2,"[0.03309, 0.03181, 0.02219, 0.006612, 0.0125, 0.003224, 0.04993, 0.03462, 0.01075, 0.04354, 0.01373]","[1.666, 0.593, 0.734, 1.384, 1.386, 0.689, 0.641, 1.384, 1.359, 0.639, 1.47]","['A_2301', 'B_5101', 'DQA1_0101', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0303', 'DQB1_0603', 'DRB1_0301', 'DRB1_1101', 'DRB1_1301']",2
"Lymphoid leukemia, chronic",0,4,"[0.04024, 0.03682, 0.02493]","[1.984, 1.569, 1.578]","['B_3801', 'B_5101', 'DRB1_1101']",2
Malaise and fatigue,2,6,"[0.01879, 0.04757, 0.005061, 0.007738, 0.0458]","[1.975, 1.975, 2.084, 1.905, 0.675]","['B_3503', 'B_4002', 'C_0704', 'DPB1_1101', 'DQB1_0202']",2
Malignant neoplasm of bladder,2,2,"[0.02983, 0.0421, 0.03275, 0.04771, 0.04309]","[1.526, 1.375, 1.465, 1.453, 1.233]","['A_2501', 'C_1601', 'DQA1_0401', 'DQB1_0402', 'DQB1_0602']",2
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,4,3,"[0.03154, 0.02447, 0.03207]","[1.449, 0.322, 1.715]","['A_3201', 'B_3701', 'DPB1_1401']",2
Malignant neoplasm of renal pelvis,2,2,[0.0255],[2.303],['A_2501'],2
Malignant neoplasm of retroperitoneum and peritoneum,0,3,"[0.04922, 0.006558, 0.02453, 0.01456, 0.03139, 0.01157, 0.01286, 0.007124, 0.04308, 0.03973, 0.02214]","[0.567, 2.433, 0.45, 3.113, 1.863, 0.499, 0.413, 0.365, 0.487, 1.876, 2.5]","['A_0101', 'A_3201', 'B_0801', 'B_3901', 'C_0303', 'DQA1_0301', 'DQB1_0201', 'DRB1_0301', 'DRB1_0401', 'DRB1_1101', 'DRB1_1104']",2
"Malignant neoplasm of small intestine, including duodenum",5,5,"[0.01426, 0.01925]","[1.754, 1.583]","['A_1101', 'DPB1_0201']",2
Malignant neoplasm of testis,2,3,[0.04689],[1.771],['DQA1_0101'],2
Malunion and nonunion of fracture,1,1,"[0.04285, 0.04587, 0.005228, 0.02351, 0.02724, 0.005442]","[1.761, 1.988, 1.679, 0.708, 1.528, 1.706]","['DPB1_0501', 'DPB1_1401', 'DQA1_0103', 'DQA1_0501', 'DQB1_0603', 'DRB1_1301']",2
Meningitis,0,5,"[0.03392, 0.04807, 0.03876]","[1.422, 0.663, 1.403]","['B_0702', 'B_0801', 'C_0702']",2
Methicillin sensitive Staphylococcus aureus,5,6,"[0.04807, 0.03731, 0.03833, 0.004829]","[1.55, 1.248, 1.469, 1.872]","['B_3701', 'B_4402', 'DPB1_0601', 'DPB1_1401']",2
Migraine,1,4,"[0.04438, 0.0005032, 0.02069, 0.03557, 0.04053, 0.02254]","[1.278, 1.494, 0.52, 0.705, 1.173, 0.808]","['A_2902', 'B_1801', 'B_3503', 'C_0102', 'C_0702', 'DPB1_0402']",2
Mitral valve disease,2,4,"[0.028, 0.03926, 0.0171]","[1.831, 1.593, 1.893]","['A_6801', 'B_4001', 'C_0102']",2
Mitral valve stenosis and aortic valve stenosis,2,5,"[0.03386, 0.03533, 0.03528, 0.04353, 0.01392]","[0.645, 1.585, 2.078, 1.603, 1.779]","['A_0101', 'A_1101', 'C_0704', 'DPB1_0101', 'DQB1_0303']",2
Multiple myeloma,4,5,"[0.02007, 0.04488, 0.03963, 0.04777]","[1.308, 0.646, 1.306, 1.478]","['A_0201', 'DPB1_0101', 'DPB1_0401', 'DQB1_0604']",2
Muscle/tendon sprain,1,0,"[0.00537, 0.02352]","[2.546, 2.247]","['DQB1_0603', 'DRB1_1301']",2
Muscular dystrophies and other myopathies,1,5,"[0.03648, 0.02545]","[0.836, 0.678]","['A_0201', 'DRB1_0404']",2
Myasthenia gravis,1,4,"[0.02077, 0.02448, 0.03307]","[0.661, 1.993, 1.964]","['A_0201', 'A_2601', 'DPB1_0601']",2
Myocardial infarction,3,4,"[0.0006526, 0.04947, 0.03275, 0.01541, 0.03656, 0.02273, 0.006992, 0.002638]","[1.231, 1.232, 0.81, 0.57, 0.791, 0.875, 0.837, 0.822]","['A_0301', 'A_3201', 'B_4403', 'C_1402', 'C_1601', 'DQA1_0102', 'DQB1_0602', 'DRB1_1501']",2
Myoneural disorders,1,4,"[0.0322, 0.04574]","[0.693, 1.839]","['A_0201', 'A_2601']",2
Need for Hormone replacement therapy (postmenopausal),2,0,"[0.03612, 0.03439, 0.02148, 0.04004, 0.03874, 0.02201, 0.02153]","[0.465, 1.508, 0.51, 1.479, 1.588, 2.338, 1.686]","['B_4001', 'B_4402', 'C_0304', 'DPB1_0301', 'DQA1_0103', 'DRB1_0901', 'DRB1_1301']",2
Neoplasm of uncertain behavior,2,3,[0.01882],[1.442],['DQB1_0502'],2
Nephritis and nephropathy with pathological lesion,0,4,"[0.01455, 0.002968, 0.01936, 0.004241]","[0.496, 0.381, 1.603, 0.376]","['DQA1_0103', 'DQB1_0603', 'DRB1_0404', 'DRB1_1301']",2
Nerve root and plexus disorders,1,4,"[0.04627, 0.04944, 0.0388, 0.02357]","[1.679, 2.054, 1.764, 1.56]","['A_2902', 'B_3701', 'C_0102', 'C_0602']",2
Nerve root lesions,1,4,"[0.01019, 0.02833]","[3.007, 1.675]","['B_3701', 'DQA1_0102']",2
Neuroendocrine tumors,3,1,"[0.01032, 0.0422, 0.03868, 0.04929, 0.0348]","[3.865, 2.911, 2.351, 1.917, 2.211]","['A_3001', 'C_0704', 'C_1601', 'DQB1_0202', 'DRB1_1101']",2
Neurofibromatosis,2,3,"[0.04488, 0.01467]","[0.418, 1.979]","['DPB1_0201', 'DQA1_0501']",2
Non-healing surgical wound,1,2,"[0.02774, 0.01442, 0.0369, 0.006768, 0.01977, 0.004033, 0.04121, 0.04575, 0.002297, 0.01286]","[2.527, 1.901, 0.611, 0.252, 1.528, 1.751, 2.367, 0.459, 2.084, 0.282]","['B_4002', 'C_0202', 'DQA1_0101', 'DQA1_0103', 'DQA1_0301', 'DQB1_0302', 'DQB1_0502', 'DQB1_0603', 'DRB1_0404', 'DRB1_1301']",2
Noninfectious gastroenteritis,1,3,"[0.0376, 0.012, 0.01225, 0.0129, 0.03659, 0.003362, 0.01089]","[0.73, 1.306, 1.229, 0.409, 1.201, 1.744, 0.788]","['B_1801', 'B_3501', 'DQB1_0501', 'DQB1_0502', 'DRB1_0101', 'DRB1_0103', 'DRB1_0401']",2
Noninflammatory disorders of vagina,0,2,"[0.04739, 0.0209, 0.00572, 0.02361, 0.03337, 0.02364, 0.03411, 0.01194, 0.006794]","[1.569, 2.24, 0.283, 1.488, 0.607, 1.573, 1.456, 0.349, 0.253]","['A_1101', 'B_4901', 'DQA1_0103', 'DQA1_0301', 'DQB1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0603', 'DRB1_1301']",2
Noninflammatory disorders of vulva and perineum,3,1,"[0.04802, 0.04268, 0.048, 0.03918, 0.04335, 0.008057]","[0.516, 2.878, 0.451, 2.636, 1.69, 2.309]","['A_0101', 'A_3001', 'B_0801', 'C_0704', 'DQB1_0301', 'DRB1_1101']",2
Nonrheumatic aortic valve disorders,2,4,"[0.02661, 0.02856, 0.04348]","[0.859, 0.611, 0.87]","['A_0101', 'B_3701', 'C_0701']",2
Nonrheumatic pulmonary valve disorders,3,3,"[0.03577, 0.03245, 0.03499, 0.03957, 0.01372, 0.0007511, 0.02478, 0.03819, 0.03236, 0.02478, 0.04312]","[0.597, 1.938, 2.299, 0.618, 0.51, 2.027, 0.55, 1.566, 1.939, 2.22, 1.796]","['A_0101', 'A_6801', 'C_0704', 'DPA1_0103', 'DPA1_0201', 'DPB1_0301', 'DQA1_0101', 'DQB1_0302', 'DQB1_0604', 'DRB1_1104', 'DRB1_1302']",2
Nonrheumatic tricuspid valve disorders,2,4,"[0.02002, 0.01902, 0.03561, 0.04297, 0.02859, 0.04633]","[0.609, 1.911, 0.483, 1.698, 2.364, 2.183]","['A_0101', 'A_6801', 'B_1501', 'B_2705', 'DQB1_0502', 'DRB1_1201']",2
Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],2,4,"[0.04888, 0.01336, 0.04968, 0.04371]","[0.746, 1.458, 0.752, 1.296]","['A_1101', 'A_6801', 'B_1501', 'B_3501']",2
Obesity,2,3,"[0.01122, 0.0469, 0.04481, 0.00329]","[0.795, 0.904, 0.801, 1.452]","['C_0802', 'DPB1_0201', 'DPB1_1101', 'DQB1_0502']",2
Obstructive chronic bronchitis,3,2,"[0.002246, 0.0157, 0.03514, 0.004277, 0.009745, 0.0179, 0.01096, 0.04291]","[1.584, 1.41, 0.703, 0.693, 1.666, 0.627, 1.273, 1.225]","['A_6801', 'B_2705', 'B_4403', 'C_0401', 'C_0704', 'C_1601', 'DQA1_0101', 'DQB1_0501']",2
Obstructive sleep apnea,1,4,"[0.04519, 0.03463, 0.01374, 0.03938, 0.02443, 0.0008767]","[0.672, 0.764, 0.469, 0.818, 0.732, 1.601]","['A_2301', 'A_2902', 'B_1401', 'B_1501', 'C_0802', 'DPB1_1301']",2
Oliguria and anuria,4,1,"[0.01084, 0.03706, 0.04605, 0.009849, 0.0006103, 0.04092, 0.005086, 0.003975]","[2.963, 1.918, 0.36, 2.784, 2.731, 0.446, 0.483, 1.956]","['A_3001', 'B_2705', 'B_4001', 'B_4901', 'C_0102', 'C_0304', 'DQA1_0301', 'DRB1_0101']",2
Open wound of hand except finger(s),5,3,"[0.0204, 0.04425]","[2.014, 0.474]","['B_2705', 'C_0401']",2
Osteoarthrosis NOS,2,1,"[0.03984, 0.02745, 0.00524, 0.04109, 0.01138, 0.0195, 0.03487, 0.04892]","[0.792, 1.205, 1.377, 0.739, 0.807, 1.168, 1.143, 1.14]","['A_2501', 'A_6801', 'B_3701', 'B_3801', 'C_1601', 'DPB1_0101', 'DQA1_0103', 'DRB1_1301']",2
"Osteoarthrosis, localized, primary",0,1,"[0.01546, 0.01911, 0.04132, 0.02398, 0.03108]","[1.568, 0.734, 1.2, 1.223, 0.784]","['B_4002', 'B_5701', 'DQA1_0103', 'DQB1_0603', 'DRB1_1101']",2
Osteoporosis NOS,2,3,"[0.02568, 0.02069]","[0.794, 0.804]","['B_1801', 'DQB1_0303']",2
Other abnormal glucose,0,1,"[0.0355, 0.02697, 0.04905, 0.04753, 0.01344, 0.03076]","[0.63, 0.8, 1.154, 0.82, 1.194, 0.795]","['B_4901', 'DQA1_0103', 'DQB1_0302', 'DQB1_0603', 'DRB1_0401', 'DRB1_1301']",2
Other acquired musculoskeletal deformity,2,3,"[0.03361, 0.03189]","[0.535, 0.44]","['A_3101', 'B_5501']",2
Other arthropathies,3,1,"[0.0002446, 0.02097, 0.03062, 0.04177, 0.001756, 0.003534, 0.03044, 0.02547, 0.03863]","[0.61, 1.307, 1.303, 1.445, 0.704, 0.689, 0.84, 0.788, 0.703]","['A_2902', 'A_3101', 'B_1402', 'B_4002', 'B_4403', 'C_1601', 'DQB1_0202', 'DRB1_1101', 'DRB1_1104']",2
Other cerebral degenerations,0,5,"[0.04777, 0.03347, 0.02194, 0.04637, 0.03521, 0.01425]","[0.82, 1.228, 1.243, 1.371, 1.423, 1.523]","['A_0101', 'B_0702', 'C_0702', 'DPA1_0202', 'DQA1_0401', 'DQB1_0402']",2
"Other conditions of brain, NOS",1,5,"[0.003879, 0.02043, 0.03893]","[1.461, 0.588, 1.268]","['A_6801', 'DPB1_0601', 'DRB1_1101']",2
